,dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,freq_class.mean,freq_class.sd,inst_to_attr,joint_ent.mean,joint_ent.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,mut_inf.mean,mut_inf.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,ns_ratio,num_to_cat,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd
32,MyIris,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8419866352499615,0.42517984298139233,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.1547005383792515,4,0,0,3,150,4,1.7067062028890763,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.44888544020359966
33,KungChi3,0.24184949533877562,0.1713561377170192,1.7572880267545419,0.40503632246261184,0.3170731707317073,0.0,0.03286932771026834,0.04722612323758654,0.5576611106650715,9.824100456005594,0.5,0.5231440413656571,3.1538461538461537,2.258184539667137,0.3970262103550321,14,4.285714285714286,1.2043875831929896,0.07142857142857142,0.14247475041172863,75.33333333333334,38.891828948692535,0.5,0.10101525445522107,0.05676459775247579,0.03391906239373772,13,0.3333333333333333,0.10569105691056911,2.1666666666666665,0.983192080250175,1.0833333333333333,0.28867513459481287,39,0,0,2,123,39,29.957464622884565,,3.4814814814814814,1.5534173338499262,0.16696585940745462,0.09503413595722754,0.23883928571428573,0.12416012486761947,0.02564102564102564,0.059696396104148085
34,KnuggetChase3,0.2006096193640863,0.18582544582491045,2.0681422841799666,0.4357104953167062,0.20103092783505155,0.0,0.01906501144571664,0.023622962358294967,0.6921053253628725,16.684380178382316,0.5,0.44467539847813814,4.9743589743589745,2.718765377780965,0.43298675553997723,33,8.424242424242424,4.031363781574908,0.030303030303030304,0.058114950281240946,10780.226884226884,19579.2363768012,0.5,0.02142747821777415,0.041482231761874044,0.01932905359228097,32,0.8205128205128205,0.16494845360824742,2.1333333333333333,0.7432233529572065,1.3333333333333333,0.7613869876268811,39,0,0,2,194,39,48.85609974053465,,7.569230769230769,4.107802144887027,0.052464165646028973,0.12283701854860841,0.10664691347064394,0.14420994135630263,0.025641025641025647,0.03819812387861021
35,MindCave2,0.19966943966515713,0.1434747609333817,2.143396080225333,0.3454387751494135,0.312,0.0,0.03099178043583482,0.014491971817055874,0.9358415530325216,11.88717317753333,0.5,0.2093036072312181,3.2051282051282053,3.0005106273451907,0.33454562244629865,24,5.833333333333333,2.407717061715384,0.041666666666666664,0.0601437890585457,695.9382395382396,1276.924287675247,0.5,0.11785113019775793,0.07872700591266353,0.03283792264814766,23,0.5897435897435898,0.184,2.090909090909091,1.4459976109624424,1.4375,0.8139410298049853,39,0,0,2,125,39,26.225677585187576,,4.9787234042553195,2.6084258263168714,0.08438009414748036,0.10272232753798198,0.15620930989583334,0.12343588397420867,0.02564102564102564,0.043189712091092784
36,breast-tissue,0.0474504239333122,0.036656161906773406,1.999743186071085,0.0,0.08490566037735849,0.0,0.0948196578844444,0.029929118400296,2.5646078191172523,11.150629738281204,0.16666666666666666,0.030811191733121742,11.777777777777779,4.33435432524185,0.07669041867037799,43,6.651162790697675,2.068858909436294,0.02325581395348838,0.026230651568322057,1218.9587301587298,1318.619131706314,0.16666666666666666,0.034231631264836616,0.22999667994648793,0.07669041867037799,42,4.666666666666667,0.39622641509433965,4.2,2.250925735484551,4.666666666666667,1.8708286933869707,9,0,0,6,106,9,7.694661099179147,,5.741176470588235,2.366195163510552,0.1007404254289924,0.12415810849185689,0.1041061046511628,0.09800304391406332,0.1111111111111111,0.05515990693696214
37,fertility,0.08569779096328979,0.1525809138843264,1.1962699563880166,0.6209649008806893,0.09,0.0,0.06723036400183441,0.16255024909201604,0.5293608652873644,36.21793498882956,0.5,0.5374011537017761,11.11111111111111,1.7110148347216623,0.6131286876091494,22,5.318181818181818,1.5239786161593025,0.045454545454545456,0.09440173892301089,215.44761904761907,131.6758803696236,0.5,0.25712973861328997,0.014615986953718685,0.012257007558638315,21,2.3333333333333335,0.21,3.0,1.2909944487358056,2.3333333333333335,1.414213562373095,9,3,0,2,100,9,80.84667653138912,,4.465116279069767,1.843248132138873,0.14054513353696532,0.09748841258442388,0.1640625,0.12920746283547616,0.1111111111111111,0.08047134326586587
38,parkinsons,0.18121011384903124,0.18305864236757133,2.319973081433599,0.009000632197165546,0.11282051282051282,0.0,0.05106460367040417,0.020259525038955423,0.8051250074646823,5.0393264167699705,0.5,0.358992673525478,8.863636363636363,2.9653297109687684,0.062288425080283726,15,4.2,1.01418510567422,0.06666666666666667,0.13044202402027594,75.2,39.6614242234009,0.5,0.04714045207910316,0.15976837792951282,0.06251117275240549,14,0.6363636363636364,0.07179487179487179,2.3333333333333335,1.3662601021279464,1.2727272727272727,0.9045340337332909,22,0,0,2,195,22,13.52085269625215,,3.3793103448275863,1.4494775685311163,0.19028747628660592,0.15538328438946714,0.24375,0.09896224929595267,0.045454545454545456,0.09318295144350947
39,planning-relax,0.06247305714069439,0.11401993939701675,2.3217614593051623,0.0001254254183115398,0.06593406593406594,0.0,0.0030373815139915785,0.001722526323867792,0.8631205685666311,97.20473725299348,0.5,0.30304576336566325,15.166666666666666,3.1760026193886426,0.005116887823375541,35,8.342857142857143,2.785918975457672,0.028571428571428577,0.03255506438191196,3241.889177489177,3715.8316915030573,0.5,0.020203050891044183,0.00887940848315035,0.00505579347168358,34,2.8333333333333335,0.18681318681318682,2.8333333333333335,1.5859229221975182,3.090909090909091,2.119176512447486,12,0,0,2,182,12,260.4770413717264,,7.478260869565218,2.913501509969293,0.07654592788346026,0.13045973557057283,0.07120535714285714,0.12717958084740766,0.08333333333333333,0.06967082879927447
40,heart-long-beach,0.08299275410792943,0.15557961042537588,1.3882224127303213,0.8219434351564292,0.065,0.0,0.0700956357695966,0.13041221228308644,2.174547124921249,39.30388002699418,0.2,0.08951256894984079,15.384615384615385,3.50744301204067,0.7916880101119558,91,8.087912087912088,2.3459106341241354,0.01098901098901099,0.008439976968760709,7838.288111888112,12814.35548969373,0.2,0.08974732742459525,0.05532652561090036,0.035543533768259625,90,6.923076923076923,0.45,6.923076923076923,4.443375939934605,8.181818181818182,6.2899631448551725,13,2,0,5,200,13,24.091443885224113,,7.138121546961326,2.6557557632495405,0.08018213332810668,0.08165593022486074,0.057874742445054944,0.06922451241804493,0.07692307692307691,0.06733275848028052
41,heart-switzerland,0.11088813296373373,0.17959452959083158,1.177871993155853,0.7538814359980894,0.0975609756097561,0.0,0.11656398985689821,0.18063732110671385,1.9758920795074686,37.266838589937514,0.2,0.1460702093104111,10.25,3.100743957347154,0.7270076336565482,60,7.416666666666667,2.4926445466929676,0.016666666666666666,0.01608176909642069,4271.079409479409,7965.711714054959,0.19999999999999998,0.1224744871391589,0.05302011531616698,0.04538923468864304,59,4.916666666666667,0.4796747967479675,4.538461538461538,2.9612887007569473,5.363636363636363,4.129714936232943,12,1,0,5,123,12,21.215568301427187,,6.487394957983193,2.7613112404100777,0.07809046016601348,0.12029630327646876,0.08193766276041667,0.08341765121789632,0.08333333333333331,0.07218494946421439
42,robot-failures-lp4,0.09169569930283053,0.05193066175056396,1.9779843821201912,0.024326252171706978,0.7692307692307693,0.0,0.12468854389050481,0.042394842019606915,1.3446180016388902,4.579010314172608,0.3333333333333333,0.2445997952351143,1.3,3.0289542132194502,0.08031050425922417,14,5.142857142857143,2.0326997151247235,0.07142857142857142,0.1203888247661618,158.7238095238095,147.83483243166233,0.3333333333333333,0.10910894511799618,0.2936481705396316,0.08120774562883265,13,0.14444444444444443,0.1111111111111111,1.625,0.7440238091428449,1.0833333333333333,0.28867513459481287,90,0,0,3,117,90,5.735898876826944,,4.37037037037037,2.1688023662159037,0.1328474557790727,0.13019411600529007,0.18359375,0.13947681635914513,0.011111111111111112,0.040574918355421534
43,robot-failures-lp5,0.09592808199612898,0.052811868696768474,2.2984967903720355,0.03051727884405204,0.5487804878048781,0.0,0.11551116275833506,0.044908867760868144,2.2481483554072255,6.293729100073149,0.2,0.07206997227849943,1.8222222222222222,4.189440645925416,0.1350391473268417,27,5.222222222222222,1.0127393670836664,0.037037037037037035,0.05762178806984075,216.13333333333333,80.90906576569108,0.2,0.13250773199998753,0.357204499853846,0.1388006985547211,26,0.28888888888888886,0.15853658536585366,4.333333333333333,2.6583202716502514,1.0,0.0,90,0,0,5,164,90,5.434680389839685,,4.339622641509434,1.5183923206725933,0.20945279741119793,0.030016434132853844,0.15393518518518517,0.09128404508710374,0.011111111111111112,0.02849070632237389
44,Smartphone-Based_Recognition_of_Human_Activities,0.19743724914654706,0.15559073403764143,2.321928094887362,4.474922420667749e-16,0.36666666666666664,0.0,0.26138456592696796,0.06835926884786084,2.584962500721156,2.9913801185478075,0.16666666666666666,0.0,2.727272727272727,4.0427535089529965,0.2068166607131589,8,3.625,1.3024701806293193,0.125,0.07046081628389851,32.13333333333333,13.205482267026902,0.16666666666666666,0.06454972243679029,0.8641370866555232,0.20681666071315893,7,0.10606060606060606,0.03888888888888889,1.4,0.5477225575051661,1.0,0.0,66,0,0,6,180,66,1.6869904448539979,,2.933333333333333,1.486446705914413,0.19706908487134,0.12184758058765026,0.2890625,0.11899645477912357,0.015151515151515152,0.05074043825778483
45,iris_test_upload,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8419866352499615,0.42517984298139233,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519468,4,0,0,3,150,4,1.7067062028890763,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.2869010936717693
46,TuningSVMs,0.0783975745547617,0.11195105532628385,2.067121401165276,0.5315319440012168,0.5128205128205128,0.0,0.020785448339684424,0.05491850270633197,0.930586129131993,23.649115039326745,0.5,0.21757131728816848,1.95,2.958357807164522,0.5188254451330266,22,5.363636363636363,1.5597757636597749,0.045454545454545456,0.08235095542009781,221.5809523809524,131.57408448647783,0.5,0.06428243465332248,0.03934972313274711,0.025489375662602082,21,0.2625,0.1346153846153846,3.0,1.2909944487358056,1.2352941176470589,0.5622957145383871,80,1,0,2,156,80,51.53204436005303,,4.511627906976744,1.869200147545364,0.14143861308581587,0.09052819711186003,0.16264204545454544,0.1323112117852046,0.0125,0.03495920569721663
47,JuanFeldmanIris,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8419866352499615,0.42517984298139233,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519468,4,0,0,3,150,4,1.7067062028890763,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.2869010936717693
48,iris-example,0.20980476831180148,0.1195879817732128,2.2771912775084115,0.06103943244855649,0.02666666666666667,0.0,0.27347384133126745,0.14091096327223987,1.584962500721156,1.8780672345507194,0.3333333333333333,0.0,37.5,3.0182209990602855,0.3821875549207214,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8439327791692818,0.4222019352579773,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519465,4,0,0,3,150,4,1.698308838945616,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.44925548152944056
49,iriiiiiis,0.20980476831180148,0.1195879817732128,2.2771912775084115,0.06103943244855649,0.02666666666666667,0.0,0.27347384133126745,0.14091096327223987,1.584962500721156,1.8780672345507194,0.3333333333333333,0.0,37.5,3.0182209990602855,0.3821875549207214,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8439327791692818,0.4222019352579773,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.0,1.1547005383792515,4,0,0,3,150,4,1.698308838945616,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.27823897162264016
50,iris_reproduced,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8419866352499615,0.42517984298139233,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.6666666666666665,1.5275252316519465,4,0,0,3,150,4,1.7067062028890763,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.44925548152944056
51,Iris,0.20922243392447848,0.11995019623784713,2.279010448380773,0.05742641939520074,0.02666666666666667,0.0,0.27232594204286165,0.14258948387896486,1.584962500721156,1.8824081456478539,0.3333333333333333,0.0,37.5,3.0219863138519676,0.38738046925935415,9,3.7777777777777777,1.2018504251546631,0.1111111111111111,0.15051762539834182,37.46666666666667,13.142298124757328,0.3333333333333333,0.22222222222222224,0.8419866352499615,0.42517984298139233,8,2.0,0.05333333333333334,1.6,0.8944271909999159,2.0,1.1547005383792515,4,0,0,3,150,4,1.7067062028890763,,3.0588235294117645,1.4348601079588785,0.19491705385114735,0.13300709991513865,0.2708333333333333,0.10711960313126631,0.25,0.27823897162264016
