business_id	name	full_address	city	state	latitude	longitude	stars	review_count	open	category
qg_glGo5-t9VPvAyfSYyTQ	Target Stores	10404 N 43rd Ave - Glendale, AZ 85302	Glendale	AZ	33.5792084	-112.152618	3	21	t	Shopping
9ggd0DySEZNw990JGaFSQQ	Arrowhead Towne Center	7700 W Arrowhead Towne Ctr - Glendale, AZ 85308	Glendale	AZ	33.6397896	-112.224556	4	63	t	Shopping
CXHnDc0-HW6pqgbs6fhj7g	Michaels	13716 W Bell Rd - Surprise, AZ 85374	Surprise	AZ	33.6387291	-112.353172	3	14	t	Shopping
jkWXB-nCjNTE0V6UFItMSQ	Target Stores	13731 W Bell Rd - Surprise, AZ 85374	Surprise	AZ	33.6370277	-112.353729	4	20	t	Shopping
MP4o3hP1k4VHfDxBuaqYCw	Ross Stores	8115 W Bell Road - Peoria, AZ 85382	Peoria	AZ	33.6380386	-112.231323	3	6	t	Shopping
fCIg2B9pTzPGX1-yPXOo4A	Target Stores	8055 W Bell Rd - Peoria, AZ 85382	Peoria	AZ	33.6362572	-112.228104	3	21	t	Shopping
moRg50uN6-cX9DGeJODd2A	Big Lots	7765 W Bell Road - Peoria, AZ 85382	Peoria	AZ	33.6379776	-112.2257	3	4	t	Shopping
4BHDz9dQXjvlgDY6u6UiiA	Victoria's Secret Stores	1300 W Sunset Rd - Henderson, NV 89014	Henderson	NV	36.0682411	-115.045074	4	11	t	Shopping
OPaIMeAElf0SqfRAnkmUNA	A Beautiful Bouquet	641 Marks St - Ste C - Henderson, NV 89014	Henderson	NV	36.0650673	-115.036339	4	9	t	Shopping
IyFBccpU5DlK2ZqZFhRoaw	Vons	2667 Windmill Pkwy - Henderson, NV 89074	Henderson	NV	36.0405464	-115.101913	3	19	t	Shopping
FV16IeXJp2W6pnghTz2FAw	Pho Kim Long	4029 Spring Mountain Rd - Chinatown - Las Vegas, NV 89102	Las Vegas	NV	36.1261787	-115.19397	4	1314	t	Restaurants
4UVhuOLaMm2-34SrW8y-ag	Ichiza	4355 Spring Mountain Rd - Chinatown - Las Vegas, NV 89102	Las Vegas	NV	36.1259079	-115.197906	4	1062	t	Restaurants
fpDFSoDPNzIFke8ZZ-yO1g	The Salvation Army	4001 W Charleston Blvd - Westside - Las Vegas, NV 89102	Las Vegas	NV	36.1589775	-115.193802	4	14	t	Shopping
AnilW4ktTrtOfNFLlf6BnQ	Hotai Furniture	4681 Spring Mountain Road - Chinatown - Las Vegas, NV 89102	Las Vegas	NV	36.1259003	-115.204781	4	4	t	Shopping
KjBAUYy7m4vhSoFIrz2WjQ	World's Largest Gift Shop	2440 Las Vegas Blvd S - The Strip - Las Vegas, NV 89104	Las Vegas	NV	36.1442184	-115.157112	3	39	t	Shopping
sLjdmfeh7mPALZ_CyMt8dg	Ez Pawn	821 N Rancho Dr - Las Vegas, NV 89106	Las Vegas	NV	36.1792946	-115.178505	3	6	t	Shopping
fdpSckVuIARSUdI9Us4C9A	Sam's Club	5101 S Pecos Rd - Southeast - Las Vegas, NV 89120	Las Vegas	NV	36.0965271	-115.10244	4	14	t	Shopping
QF0GWVyYi6xIYLL5xYEz_w	Sahara Jewelers	2550 S Rainbow Blvd Ste E3 - Westside - Las Vegas, NV 89146	Las Vegas	NV	36.143364	-115.242447	5	3	t	Shopping
3C7AWEyLV1DHf8rTaJDACA	Willy Street Grocery Co-Op	1221 Williamson St - Williamson - Marquette - Madison, WI 53703	Madison	WI	43.0837059	-89.3628769	4	84	t	Shopping
R5uo6DzA8vGLIbatkt7vZQ	Frugal Muse Books Music & Video	7475 Mineral Point Rd - Madison, WI 53717	Madison	WI	43.0585327	-89.512413	4	5	t	Shopping
_BixD7yelciWJchKldbKkQ	Toys R Us	7309 W Town Way - Madison, WI 53719	Madison	WI	43.0542526	-89.5081406	2	4	t	Shopping
K8pM6qQdYu5h6buRE1-_sw	Lo-Lo's Chicken & Waffles	1220 S Central Ave - Phoenix, AZ 85003	Phoenix	AZ	33.4357033	-112.073792	4	707	t	Restaurants
Ase-gwT_0s4Wfv7XWXzE6A	Landis Cyclery	712 W Indian School Rd - Phoenix, AZ 85013	Phoenix	AZ	33.4951782	-112.084175	4	53	t	Shopping
igvATKdi31Ve7Jd2B6-g9g	Strands Salon	7000 E Shea Blvd - Ste 170 - Scottsdale, AZ 85254	Scottsdale	AZ	33.5825539	-111.930191	5	5	t	Beauty_and_Spas
zHRrHljBbGqlXb3R5P85bw	Laser for Less	9301 E Shea Blvd - Ste 106 - Scottsdale, AZ 85260	Scottsdale	AZ	33.5802727	-111.881241	5	22	t	Beauty_and_Spas
LeNwTWPic58PDzm3xfJhrw	Champs Salon	1804 E Southern Ave - Ste 7 - Tempe, AZ 85282	Tempe	AZ	33.3931618	-111.908058	5	6	f	Beauty_and_Spas
nzAKY6Jw1Sv4nGdHWM9_EQ	True Nails	9019 N 51st Ave - Glendale, AZ 85302	Glendale	AZ	33.568264	-112.168839	5	5	t	Beauty_and_Spas
vtWYMSCfLzoq96VKo0Cv0Q	Gerardo's Classic Barber Shop	3869 Spring Mountain Rd - Chinatown - Las Vegas, NV 89102	Las Vegas	NV	36.1264114	-115.19252	4	44	t	Beauty_and_Spas
NPzDL6t4W536eti47vPhcQ	Art Nails	3114 N Rainbow Blvd - Las Vegas, NV 89108	Las Vegas	NV	36.2153549	-115.242218	3	7	t	Beauty_and_Spas
OmU-dolUJIyAPlp1INrBcQ	Nail Care	2300 N Rainbow Blvd Unit 107 - Las Vegas, NV 89108	Las Vegas	NV	36.2026329	-115.242249	2	5	t	Beauty_and_Spas
YHDKMl5ij09wncT3eTX0yg	Famous Nails	3113 N Rainbow Blvd - Las Vegas, NV 89108	Las Vegas	NV	36.2164841	-115.242363	2	5	t	Beauty_and_Spas
P6V2IYRTCIXq0j7VkgCSNw	Bad Apple Tattoo	5640 W Charleston Blvd - Ste B - Westside - Las Vegas, NV 89146	Las Vegas	NV	36.1592445	-115.218987	5	30	t	Beauty_and_Spas
WUTSRw9kiDHmQeoylYfrnA	Costco Wholesale	19001 N 27th Ave - Phoenix, AZ 85027	Phoenix	AZ	33.659687	-112.115845	4	31	t	Shopping
WUZxVr_CaRqEQgzvyeK5tw	IKEA	2110 W Ikea Way - Tempe, AZ 85281	Tempe	AZ	33.3406448	-111.970184	4	274	t	Shopping
H5tbvDIw7oojoTcmaXsUrw	Merchant Square Antique Marketplace	1509 N Arizona Ave - Chandler, AZ 85225	Chandler	AZ	33.3307724	-111.840111	4	36	t	Shopping
V6BYjHM9SnXscfkln3hCdA	Orange Table	7373 E Scottsdale Mall - Ste 6 - Scottsdale, AZ 85251	Scottsdale	AZ	33.4922714	-111.923058	4	456	t	Restaurants
KCKq8rwYSaVFHP8w694TAQ	Pinnacle Peak Ace Hardware & Paint	23623 N Scottsdale Rd - Scottsdale, AZ 85255	Scottsdale	AZ	33.7019043	-111.925301	4	11	t	Shopping
JokKtdXU7zXHcr20Lrk29A	Four Peaks Brewing Co	1340 E 8th St - Ste 104 - Tempe, AZ 85281	Tempe	AZ	33.4195671	-111.9161	5	1110	t	Restaurants
7KK78Q6XjM14g0ykVvg-OQ	Hippie Gypsy	601 S Mill Ave - Tempe, AZ 85281	Tempe	AZ	33.4241486	-111.939583	3	24	t	Shopping
2ceeU8e3nZjaPfGmLwh4kg	Casey Moore's Oyster House	850 S Ash Ave - Tempe, AZ 85281	Tempe	AZ	33.4209213	-111.943268	4	445	t	Restaurants
kJh6851D00h5ioNiw5nQBw	Desert Foothills Gardens	33840 N Cave Creek Rd - Cave Creek, AZ 85331	Cave Creek	AZ	33.7932777	-111.968712	5	3	t	Shopping
r9nLQrVfyqCDVT-Gvx8w9g	Ross Store	9460 W Northern Ave - Glendale, AZ 85305	Glendale	AZ	33.5516434	-112.262505	3	6	t	Shopping
G69-uLxHs3h6uvrikivpVA	Gold & Silver Pawn Shop	713 Las Vegas Blvd S - Downtown - Las Vegas, NV 89101	Las Vegas	NV	36.1615677	-115.14521	3	436	t	Shopping
4GQhbPvGU5r23YdVm8EmkQ	Ferraro's  Restaurant & Wine Bar	4480 Paradise Rd - Eastside - Las Vegas, NV 89169	Las Vegas	NV	36.1091309	-115.15126	4	275	t	Restaurants
8buIr1zBCO7OEcAQSZko7w	Firefly	3900 Paradise Rd - Eastside - Las Vegas, NV 89169	Las Vegas	NV	36.1185532	-115.154694	5	1355	f	Restaurants
SazFxQogqwJAMbi3dTFVuw	The Grand Canal Shoppes	The Venetian Hotel - 3377 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1226044	-115.171089	4	73	t	Shopping
0NaMndmNpVG619STpRCY7Q	Discount Firearms & Ammo	3084 S Highland Dr - Ste B - Las Vegas, NV 89109	Las Vegas	NV	36.1336784	-115.174713	4	88	t	Shopping
AB7oEY5ACn0JUfD114hcow	Neiman Marcus	Fashion Show Mall - 3200 Las Vegas Blvd S, Ste 100 - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1274261	-115.170815	4	49	t	Shopping
AWJgaGmK4aIy_PIuTYKjJA	Kiesub Electronic Supply	3185 S Highland Dr - Las Vegas, NV 89109	Las Vegas	NV	36.1320801	-115.177155	4	6	t	Shopping
tqu42L0qXzkvYKSruOz0IA	Ellis Island Casino & Brewery	4178 Koval Ln - Eastside - Las Vegas, NV 89109	Las Vegas	NV	36.1132851	-115.163948	4	1085	t	Restaurants
Ensu96ecI0OReupNS2x7ig	Gallagher's Steakhouse	New York New York Hotel Casino - 3790 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1025162	-115.174248	4	523	t	Restaurants
wuQPytBIhsHvs2KplscYXA	Nate's Barber Shop	5041 N 7th Ave - Phoenix, AZ 85013	Phoenix	AZ	33.5109062	-112.082481	5	11	t	Beauty_and_Spas
44F_ToZqKYlP1aPY769RNg	King Nails	3414 W Union Hills Dr Ste 1 - Phoenix, AZ 85027	Phoenix	AZ	33.6552544	-112.132622	4	8	t	Beauty_and_Spas
QPbjoQn2Vty29ZaLOpzwXw	Cost Cutters	3418 W Bell Rd - Sunset Village Shopping Center - Phoenix, AZ 85053	Phoenix	AZ	33.6396904	-112.130684	4	7	t	Beauty_and_Spas
fiakOloknJZNUDD-yly-Ew	Daisy Nails	1239 E McKellips Rd - Mesa, AZ 85203	Mesa	AZ	33.4515114	-111.804497	3	10	t	Beauty_and_Spas
AcBXW-uhOftCVHxX8qng8g	The Brow Lady USA	7007 E 5th Ave - Scottsdale, AZ 85251	Scottsdale	AZ	33.4969444	-111.930069	4	61	f	Beauty_and_Spas
EcHuaHD9IcoPEWNsU8vDTw	JW Marriott Scottsdale Camelback Inn Resort & Spa	5402 E Lincoln Dr - Scottsdale, AZ 85253	Scottsdale	AZ	33.5343285	-111.964569	4	144	t	Beauty_and_Spas
AtoMSHZ-lO7kxHRBdioMtA	Willow Stream Spa at the Fairmont	7575 E Princess Dr - Scottsdale, AZ 85255	Scottsdale	AZ	33.6456184	-111.917122	5	62	t	Beauty_and_Spas
PScORaVSoRKBzaXzxdzsMw	Grooming Humans Hair Studio	709 S Forest Ave - Tempe, AZ 85281	Tempe	AZ	33.422657	-111.936546	5	45	t	Beauty_and_Spas
I5xBrzmTIUKHlj01JU6Z5w	Snow Nails	1825 N Scottsdale Rd - Tempe, AZ 85281	Tempe	AZ	33.4493637	-111.926453	4	17	t	Beauty_and_Spas
NFuk3ZMFnGW9uqT-D9CoCQ	Celebrity Tanning	725 S Rural - Ste 217 - Tempe, AZ 85281	Tempe	AZ	33.4227562	-111.925682	3	17	t	Beauty_and_Spas
JXZiWJiiUM1J8GBUkEGp3g	Ultra Nails	825 W Baseline Road - Tempe, AZ 85283	Tempe	AZ	33.3771896	-111.952011	3	4	t	Beauty_and_Spas
-KZC-59mP5Kcr52Zk7W89w	Chavez Barber Shop	715 W Baseline Road - Tempe, AZ 85283	Tempe	AZ	33.3772888	-111.950012	5	3	t	Beauty_and_Spas
3Dj0FsIr2Kw0e1nsaDSGig	Altered Ego Salon & Spa	107 E Baseline Rd - Ste 6 - Tempe, AZ 85283	Tempe	AZ	33.3782158	-111.938225	5	104	t	Beauty_and_Spas
iMbDhkmIqBLedsbu1sIixA	Min Permanent Make-Up & Day Spa	3529 S Valley View Blvd - Chinatown - Las Vegas, NV 89103	Las Vegas	NV	36.1256256	-115.190514	4	8	t	Beauty_and_Spas
Z0kyK8wCBNGkkUT9UrMWcg	Del Frisco's Double Eagle Steak House	3925 Paradise Rd - Eastside - Las Vegas, NV 89169	Las Vegas	NV	36.1180687	-115.155281	5	817	t	Restaurants
jh7S78tc9oXCDjAjP_OrLw	India Palace	505 E Twain Ave - Eastside - Las Vegas, NV 89169	Las Vegas	NV	36.1212387	-115.151855	4	345	t	Restaurants
sCcXpSPRyq3360vHsAzf-A	Vegas Foto	3475 Las Vegas Boulevard S - Eastside - Las Vegas, NV 89109	Las Vegas	NV	36.124424	-115.14637	1	4	t	Shopping
ASOiJ8MmbBTgK2D1_MQrqg	Eiffel Tower Restaurant	Paris Hotel - 3655 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1104851	-115.174187	4	810	t	Restaurants
EpJ0uk82tWFEUnfTwPPSKA	Antiques At the Market	6665 S Eastern Ave - Southeast - Las Vegas, NV 89119	Las Vegas	NV	36.0682793	-115.120338	4	17	t	Shopping
Q_Rwcv9APBLggk2KAsBEvg	Border Grill	Mandalay Bay Resort & Casino - 3950 S Las Vegas Boulevard - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.0919647	-115.173058	4	702	t	Restaurants
jR3IlOmE8UZQ1DuQphdvcw	Urban Outfitters	3930 Las Vegas Blvd S - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.0912666	-115.174095	4	35	f	Shopping
eLPld7Q17XxlclFGzZQX5g	Yama Sushi	1350 E Flamingo Rd - Ste 18 - Eastside - Las Vegas, NV 89119	Las Vegas	NV	36.1155014	-115.135002	4	874	t	Restaurants
1Ue0s0Aw2kwVAB9FU4gjzQ	Alternate Reality Comics	4110 S Maryland Pkwy - Ste 8 - Eastside - Las Vegas, NV 89119	Las Vegas	NV	36.1138573	-115.137039	5	60	t	Shopping
SSnWLYO4ADh33-l8oy0klw	Brookstone	5757 Wayne Newton Boulevard - Southeast - Las Vegas, NV 89119	Las Vegas	NV	36.0894928	-115.138023	3	3	t	Shopping
gkWEjZIVcrUerEzed6IKpg	Mint Indian Bistro	730 E Flamingo Rd - Ste 10 - Eastside - Las Vegas, NV 89119	Las Vegas	NV	36.1148758	-115.147408	4	460	t	Restaurants
nxflzDedizEvyvxqhz1ghw	Walmart	3075 E Tropicana Ave - Southeast - Las Vegas, NV 89121	Las Vegas	NV	36.0982666	-115.10833	3	34	t	Shopping
yD1dRYi7USzhYVKiqZ7JVg	Sushi Mon	9770 S Maryland Pkwy - Ste 3 - Southeast - Las Vegas, NV 89183	Las Vegas	NV	36.0119438	-115.136169	4	562	t	Restaurants
7UStzgu75kpOKBoc2JnmVw	Nordstrom Rack	579 N Stephanie St - Henderson, NV 89014	Henderson	NV	36.0627594	-115.046295	4	62	t	Shopping
VVeogjZya58oiTxK7qUjAQ	Pizzeria Bianco	623 E Adams St - Phoenix, AZ 85004	Phoenix	AZ	33.449234	-112.06546	4	1289	t	Restaurants
aRkYtXfmEKYG-eTDf_qUsw	Lux	4402 N Central Ave - Phoenix, AZ 85012	Phoenix	AZ	33.5005722	-112.074112	5	747	t	Restaurants
lliksv-tglfUz1T3B3vgvA	Lotus of Siam	953 E Sahara Ave - Eastside - Las Vegas, NV 89104	Las Vegas	NV	36.1435661	-115.14283	4	1809	t	Restaurants
xyTJYlbE_MLouK6rCou6zg	Burger Bar	Mandalay Bay Resort & Casino - 3930 S Las Vegas Boulevard - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.0928764	-115.176247	4	1876	t	Restaurants
DO3Gk17RyJVW7zYMCtYPnw	Mesa Grill	Caesars Palace Las Vegas Hotel & Casino - 3570 Las Vegas Boulevard South - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1259499	-115.171051	4	2004	t	Restaurants
Hdi7jkB7pHiM1nyPHcqSdw	Scottsdale Fashion Square	7014 E Camelback Rd - Scottsdale, AZ 85251	Scottsdale	AZ	33.502594	-111.92968	4	297	t	Shopping
YacTpiq0ZptFcXD7I-kdGA	Delmonico Steakhouse	The Venetian - 3355 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1217918	-115.16938	4	962	t	Restaurants
5IWu0xhlZEopvIz3w7o_3w	Palm Restaurant	Caesar's Palace - 3500 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1183281	-115.176033	4	370	t	Restaurants
4bEjOyTaDG24SY5TxsaUNQ	Mon Ami Gabi	3655 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1129532	-115.172592	4	4084	t	Restaurants
SsTxjxo8qvqBMvan1rzNzg	The Peppermill Restaurant & Fireside Lounge	2985 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1336136	-115.163124	4	1215	t	Restaurants
HbUQ_3dlm3uCacmhTEMnuA	Tom Colicchio's Craftsteak	MGM Grand Hotel and Casino - 3799 Las Vegas Blvd S - Eastside - Las Vegas, NV 89109	Las Vegas	NV	36.103054	-115.167694	4	1413	t	Restaurants
tFU2Js_nbIZOrnKfYJYBBg	Bouchon	3355 Las Vegas Blvd S - Venetian Resort and Casino - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1222916	-115.17028	4	2419	t	Restaurants
KjymOs12Mpy0Kd54b7T9MA	Olives	Bellagio Resort &Casino - 3600 S Las Vegas Blvd - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1119766	-115.176979	4	980	t	Restaurants
fkacCsAiwXYQzdlaQZm0Gg	Las Vegas North Premium Outlets	875 S Grand Central Pkwy - Downtown - Las Vegas, NV 89106	Las Vegas	NV	36.1629143	-115.159332	4	531	t	Shopping
WhBxWYRj6rycigYqdXY9cA	Great Dane Pub & Brewing Co	123 E Doty St - Capitol - Madison, WI 53703	Madison	WI	43.0740089	-89.380867	4	406	t	Restaurants
Zx8_4zKdDBSO3qGrkukBIA	Chino Bandido	15414 N 19th Ave - Ste K - Phoenix, AZ 85023	Phoenix	AZ	33.6269341	-112.100731	4	660	t	Restaurants
CZjcFdvJhksq9dy58NVEzw	The Buffet at Bellagio	Bellagio Resort &Casino - 3600 S Las Vegas Blvd - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1131592	-115.176407	4	2404	t	Restaurants
SLyacGZuMUKqrQJEooSkjw	Spice Market Buffet	Planet Hollywood Las Vegas Resort & Casino - 3667 Las Vegas Boulevard South - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1102486	-115.171669	3	1088	t	Restaurants
-5RN56jH78MV2oquLV_G8g	Picasso	Bellagio Resort &Casino - 3600 S Las Vegas Blvd - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1119919	-115.177002	5	485	t	Restaurants
jOuERtVf7QePnK9ZcdH5XA	Grand Lux Cafe	The Venetian Hotel & Casino - 3355 Las Vegas Blvd S - The Strip - Las Vegas, NV 89109	Las Vegas	NV	36.1222763	-115.17012	4	1497	t	Restaurants
M2SjLXsuAy5RNKwxaA5E1g	House of Blues	Mandalay Bay Hotel - 3950 Las Vegas Blvd S - The Strip - Las Vegas, NV 89119	Las Vegas	NV	36.092865	-115.175865	4	462	t	Restaurants
V1nEpIRmEa1768oj_tuxeQ	Cibo	603 N 5th Ave - Phoenix, AZ 85003	Phoenix	AZ	33.4549599	-112.07991	5	1052	t	Restaurants
EWMwV5V9BxNs_U6nNVMeqw	FEZ	3815 N Central Ave - Phoenix, AZ 85012	Phoenix	AZ	33.4916954	-112.073494	4	1046	t	Restaurants
