business_id	day	open time	close time
AkOruz5CrCxUmXe1p_WoRg	Thursday	11:00:00	21:30:00
AkOruz5CrCxUmXe1p_WoRg	Monday	11:00:00	21:30:00
AkOruz5CrCxUmXe1p_WoRg	Tuesday	11:00:00	21:30:00
AkOruz5CrCxUmXe1p_WoRg	Wednesday	11:00:00	21:30:00
AkOruz5CrCxUmXe1p_WoRg	Friday	11:00:00	22:30:00
AkOruz5CrCxUmXe1p_WoRg	Sunday	11:00:00	21:30:00
HgoYXFi_R2LbzYUDsa79Sw	Saturday	10:00:00	20:00:00
HgoYXFi_R2LbzYUDsa79Sw	Thursday	10:00:00	20:00:00
HgoYXFi_R2LbzYUDsa79Sw	Monday	10:00:00	20:00:00
HgoYXFi_R2LbzYUDsa79Sw	Tuesday	10:00:00	20:00:00
HgoYXFi_R2LbzYUDsa79Sw	Wednesday	09:00:00	21:00:00
HgoYXFi_R2LbzYUDsa79Sw	Friday	10:00:00	00:00:00
HgoYXFi_R2LbzYUDsa79Sw	Sunday	11:00:00	18:00:00
IZvR2t778V-3PqopbsZdeg	Thursday	13:30:00	18:00:00
IZvR2t778V-3PqopbsZdeg	Monday	08:00:00	12:30:00
IZvR2t778V-3PqopbsZdeg	Tuesday	13:30:00	18:00:00
IZvR2t778V-3PqopbsZdeg	Wednesday	08:00:00	12:30:00
IZvR2t778V-3PqopbsZdeg	Friday	08:00:00	12:30:00
GrGHVKec258eN1_gtJwS1w	Saturday	09:00:00	21:00:00
GrGHVKec258eN1_gtJwS1w	Thursday	09:00:00	21:00:00
GrGHVKec258eN1_gtJwS1w	Monday	09:00:00	21:00:00
GrGHVKec258eN1_gtJwS1w	Tuesday	09:00:00	21:00:00
GrGHVKec258eN1_gtJwS1w	Wednesday	09:00:00	21:00:00
GrGHVKec258eN1_gtJwS1w	Friday	09:00:00	21:00:00
GrGHVKec258eN1_gtJwS1w	Sunday	10:00:00	19:00:00
P6H-p8fXbPq8VjO4kLTz4A	Saturday	10:00:00	17:00:00
P6H-p8fXbPq8VjO4kLTz4A	Thursday	10:00:00	19:00:00
P6H-p8fXbPq8VjO4kLTz4A	Monday	10:00:00	19:00:00
P6H-p8fXbPq8VjO4kLTz4A	Tuesday	10:00:00	19:00:00
P6H-p8fXbPq8VjO4kLTz4A	Wednesday	10:00:00	19:00:00
P6H-p8fXbPq8VjO4kLTz4A	Friday	10:00:00	18:00:00
P6H-p8fXbPq8VjO4kLTz4A	Sunday	10:00:00	17:00:00
5kRug3bEienrpovtPRVVwg	Saturday	09:00:00	00:00:00
5kRug3bEienrpovtPRVVwg	Thursday	11:00:00	00:00:00
5kRug3bEienrpovtPRVVwg	Monday	11:00:00	00:00:00
5kRug3bEienrpovtPRVVwg	Tuesday	11:00:00	00:00:00
5kRug3bEienrpovtPRVVwg	Wednesday	11:00:00	00:00:00
5kRug3bEienrpovtPRVVwg	Friday	11:00:00	00:00:00
5kRug3bEienrpovtPRVVwg	Sunday	09:00:00	00:00:00
P3DbF086gy6yMYIgTdR9yg	Saturday	09:00:00	21:00:00
P3DbF086gy6yMYIgTdR9yg	Thursday	09:00:00	21:00:00
P3DbF086gy6yMYIgTdR9yg	Monday	09:00:00	21:00:00
P3DbF086gy6yMYIgTdR9yg	Tuesday	09:00:00	21:00:00
P3DbF086gy6yMYIgTdR9yg	Wednesday	09:00:00	21:00:00
P3DbF086gy6yMYIgTdR9yg	Friday	09:00:00	21:00:00
P3DbF086gy6yMYIgTdR9yg	Sunday	09:00:00	20:00:00
OkRzw22eDg45do8i-1jHow	Saturday	09:00:00	18:00:00
OkRzw22eDg45do8i-1jHow	Thursday	09:00:00	19:00:00
OkRzw22eDg45do8i-1jHow	Monday	09:00:00	19:00:00
OkRzw22eDg45do8i-1jHow	Tuesday	09:00:00	19:00:00
OkRzw22eDg45do8i-1jHow	Wednesday	09:00:00	19:00:00
OkRzw22eDg45do8i-1jHow	Friday	09:00:00	19:00:00
OkRzw22eDg45do8i-1jHow	Sunday	10:00:00	18:00:00
DC77ROlgfnpxQNFKQbbpnw	Saturday	06:00:00	22:00:00
DC77ROlgfnpxQNFKQbbpnw	Thursday	06:00:00	22:00:00
DC77ROlgfnpxQNFKQbbpnw	Monday	06:00:00	22:00:00
DC77ROlgfnpxQNFKQbbpnw	Tuesday	06:00:00	22:00:00
DC77ROlgfnpxQNFKQbbpnw	Wednesday	06:00:00	22:00:00
DC77ROlgfnpxQNFKQbbpnw	Friday	06:00:00	22:00:00
DC77ROlgfnpxQNFKQbbpnw	Sunday	07:00:00	20:00:00
psMQBi2uQVN7c-Sw0xjNMw	Saturday	07:00:00	12:00:00
psMQBi2uQVN7c-Sw0xjNMw	Thursday	07:00:00	17:00:00
psMQBi2uQVN7c-Sw0xjNMw	Monday	07:00:00	17:00:00
psMQBi2uQVN7c-Sw0xjNMw	Tuesday	07:00:00	17:00:00
psMQBi2uQVN7c-Sw0xjNMw	Wednesday	07:00:00	17:00:00
psMQBi2uQVN7c-Sw0xjNMw	Friday	07:00:00	17:00:00
8rMSbtMFVtEien-2EfFu6w	Saturday	00:00:00	00:00:00
8rMSbtMFVtEien-2EfFu6w	Thursday	00:00:00	00:00:00
8rMSbtMFVtEien-2EfFu6w	Monday	00:00:00	00:00:00
8rMSbtMFVtEien-2EfFu6w	Tuesday	00:00:00	00:00:00
8rMSbtMFVtEien-2EfFu6w	Wednesday	00:00:00	00:00:00
8rMSbtMFVtEien-2EfFu6w	Friday	00:00:00	00:00:00
8rMSbtMFVtEien-2EfFu6w	Sunday	00:00:00	00:00:00
UAnuqYY2EoGSh4vC8BByyw	Saturday	10:00:00	14:00:00
UAnuqYY2EoGSh4vC8BByyw	Thursday	10:00:00	19:00:00
UAnuqYY2EoGSh4vC8BByyw	Monday	10:00:00	19:00:00
UAnuqYY2EoGSh4vC8BByyw	Tuesday	10:00:00	19:00:00
UAnuqYY2EoGSh4vC8BByyw	Wednesday	10:00:00	19:00:00
UAnuqYY2EoGSh4vC8BByyw	Friday	10:00:00	19:00:00
b-IWZuVd3f0GcbtetwG5WA	Saturday	09:00:00	17:00:00
b-IWZuVd3f0GcbtetwG5WA	Thursday	10:00:00	19:00:00
b-IWZuVd3f0GcbtetwG5WA	Monday	10:00:00	19:00:00
b-IWZuVd3f0GcbtetwG5WA	Tuesday	10:00:00	19:00:00
b-IWZuVd3f0GcbtetwG5WA	Wednesday	10:00:00	19:00:00
b-IWZuVd3f0GcbtetwG5WA	Friday	10:00:00	19:00:00
b-IWZuVd3f0GcbtetwG5WA	Sunday	11:00:00	16:00:00
aBHf1s6Epi3k4pXKIGd0dg	Saturday	10:00:00	21:00:00
aBHf1s6Epi3k4pXKIGd0dg	Thursday	10:00:00	21:00:00
aBHf1s6Epi3k4pXKIGd0dg	Monday	10:00:00	20:00:00
aBHf1s6Epi3k4pXKIGd0dg	Tuesday	10:00:00	20:00:00
aBHf1s6Epi3k4pXKIGd0dg	Wednesday	10:00:00	20:00:00
aBHf1s6Epi3k4pXKIGd0dg	Friday	10:00:00	21:00:00
aBHf1s6Epi3k4pXKIGd0dg	Sunday	11:00:00	20:00:00
jq_YnMQjcArdBWuwRospFg	Saturday	17:00:00	21:00:00
jq_YnMQjcArdBWuwRospFg	Thursday	17:00:00	21:00:00
jq_YnMQjcArdBWuwRospFg	Monday	17:00:00	23:00:00
jq_YnMQjcArdBWuwRospFg	Tuesday	17:00:00	21:00:00
jq_YnMQjcArdBWuwRospFg	Wednesday	17:00:00	21:00:00
jq_YnMQjcArdBWuwRospFg	Friday	17:00:00	21:00:00
jq_YnMQjcArdBWuwRospFg	Sunday	17:00:00	21:00:00
MglY-6zpPbBUhbCZElSwrA	Saturday	09:00:00	18:00:00
MglY-6zpPbBUhbCZElSwrA	Thursday	09:00:00	21:00:00
MglY-6zpPbBUhbCZElSwrA	Monday	09:00:00	19:00:00
MglY-6zpPbBUhbCZElSwrA	Tuesday	09:00:00	21:00:00
MglY-6zpPbBUhbCZElSwrA	Wednesday	09:00:00	19:00:00
MglY-6zpPbBUhbCZElSwrA	Friday	09:00:00	19:00:00
MglY-6zpPbBUhbCZElSwrA	Sunday	12:00:00	16:00:00
QsCCPWxWqMe-0jSfryhkXg	Thursday	08:00:00	17:00:00
QsCCPWxWqMe-0jSfryhkXg	Monday	08:00:00	17:00:00
QsCCPWxWqMe-0jSfryhkXg	Tuesday	08:00:00	17:00:00
QsCCPWxWqMe-0jSfryhkXg	Wednesday	08:00:00	17:00:00
QsCCPWxWqMe-0jSfryhkXg	Friday	08:00:00	17:00:00
-xfC8kvDn3TN5uhkeTT0JA	Saturday	08:00:00	12:00:00
-xfC8kvDn3TN5uhkeTT0JA	Thursday	07:00:00	18:00:00
-xfC8kvDn3TN5uhkeTT0JA	Monday	07:00:00	18:00:00
-xfC8kvDn3TN5uhkeTT0JA	Tuesday	07:00:00	18:00:00
-xfC8kvDn3TN5uhkeTT0JA	Wednesday	07:00:00	18:00:00
-xfC8kvDn3TN5uhkeTT0JA	Friday	07:00:00	18:00:00
jz084uDhqyUK_jdbAqkYRg	Saturday	08:00:00	22:00:00
jz084uDhqyUK_jdbAqkYRg	Thursday	08:00:00	22:00:00
jz084uDhqyUK_jdbAqkYRg	Monday	08:00:00	22:00:00
jz084uDhqyUK_jdbAqkYRg	Tuesday	08:00:00	22:00:00
jz084uDhqyUK_jdbAqkYRg	Wednesday	08:00:00	22:00:00
jz084uDhqyUK_jdbAqkYRg	Friday	08:00:00	22:00:00
jz084uDhqyUK_jdbAqkYRg	Sunday	08:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Saturday	09:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Thursday	09:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Monday	09:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Tuesday	09:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Wednesday	09:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Friday	09:00:00	21:00:00
6w-hwYu8Km3tKp0RFTp0bQ	Sunday	11:00:00	20:00:00
JlwJPlkE5E_97sPhqWnmCg	Saturday	09:00:00	17:00:00
JlwJPlkE5E_97sPhqWnmCg	Thursday	09:00:00	19:00:00
JlwJPlkE5E_97sPhqWnmCg	Tuesday	09:00:00	19:00:00
JlwJPlkE5E_97sPhqWnmCg	Wednesday	09:00:00	18:00:00
JlwJPlkE5E_97sPhqWnmCg	Friday	09:00:00	18:00:00
8w48H-7HwQX-fJx1Wl8glg	Thursday	08:00:00	17:00:00
8w48H-7HwQX-fJx1Wl8glg	Monday	08:00:00	17:00:00
8w48H-7HwQX-fJx1Wl8glg	Tuesday	08:00:00	17:00:00
8w48H-7HwQX-fJx1Wl8glg	Wednesday	08:00:00	17:00:00
8w48H-7HwQX-fJx1Wl8glg	Friday	08:00:00	16:00:00
J6ZcTaL_4XaC7SwV1w9IOg	Thursday	08:00:00	19:00:00
J6ZcTaL_4XaC7SwV1w9IOg	Monday	08:00:00	19:00:00
J6ZcTaL_4XaC7SwV1w9IOg	Tuesday	08:00:00	19:00:00
J6ZcTaL_4XaC7SwV1w9IOg	Wednesday	08:00:00	19:00:00
J6ZcTaL_4XaC7SwV1w9IOg	Friday	08:00:00	17:00:00
Hls6Cl5Wo8f1FS5ZDtntXA	Thursday	07:00:00	14:00:00
Hls6Cl5Wo8f1FS5ZDtntXA	Monday	11:00:00	18:00:00
Hls6Cl5Wo8f1FS5ZDtntXA	Tuesday	11:00:00	18:00:00
Hls6Cl5Wo8f1FS5ZDtntXA	Wednesday	07:00:00	18:00:00
Hls6Cl5Wo8f1FS5ZDtntXA	Friday	07:00:00	14:00:00
OXJZlVOYZwyrf5cHLmfStw	Saturday	09:00:00	21:00:00
OXJZlVOYZwyrf5cHLmfStw	Thursday	09:00:00	21:00:00
OXJZlVOYZwyrf5cHLmfStw	Monday	09:00:00	21:00:00
OXJZlVOYZwyrf5cHLmfStw	Tuesday	09:00:00	21:00:00
OXJZlVOYZwyrf5cHLmfStw	Wednesday	09:00:00	21:00:00
OXJZlVOYZwyrf5cHLmfStw	Friday	09:00:00	21:00:00
OXJZlVOYZwyrf5cHLmfStw	Sunday	10:00:00	19:00:00
BUsmaloKEZeOvXLrSjKWSQ	Saturday	10:00:00	17:00:00
BUsmaloKEZeOvXLrSjKWSQ	Thursday	10:00:00	20:00:00
BUsmaloKEZeOvXLrSjKWSQ	Monday	10:00:00	20:00:00
BUsmaloKEZeOvXLrSjKWSQ	Tuesday	10:00:00	20:00:00
BUsmaloKEZeOvXLrSjKWSQ	Wednesday	10:00:00	20:00:00
BUsmaloKEZeOvXLrSjKWSQ	Friday	10:00:00	20:00:00
BUsmaloKEZeOvXLrSjKWSQ	Sunday	12:00:00	17:00:00
VLRmecRseHP8ZLljlp7CFw	Saturday	10:00:00	18:00:00
VLRmecRseHP8ZLljlp7CFw	Thursday	10:00:00	19:00:00
VLRmecRseHP8ZLljlp7CFw	Monday	10:00:00	19:00:00
VLRmecRseHP8ZLljlp7CFw	Tuesday	10:00:00	19:00:00
VLRmecRseHP8ZLljlp7CFw	Wednesday	10:00:00	19:00:00
VLRmecRseHP8ZLljlp7CFw	Friday	10:00:00	19:00:00
m7uxAxL9L3kuB8XWkoveHQ	Saturday	10:00:00	21:00:00
m7uxAxL9L3kuB8XWkoveHQ	Thursday	10:00:00	20:00:00
m7uxAxL9L3kuB8XWkoveHQ	Monday	10:00:00	20:00:00
m7uxAxL9L3kuB8XWkoveHQ	Tuesday	10:00:00	20:00:00
m7uxAxL9L3kuB8XWkoveHQ	Wednesday	10:00:00	20:00:00
m7uxAxL9L3kuB8XWkoveHQ	Friday	10:00:00	21:00:00
m7uxAxL9L3kuB8XWkoveHQ	Sunday	11:00:00	18:00:00
NKKt_CxHCggMvuvrqJEjSA	Saturday	07:00:00	18:00:00
NKKt_CxHCggMvuvrqJEjSA	Thursday	05:00:00	21:00:00
NKKt_CxHCggMvuvrqJEjSA	Monday	05:00:00	21:00:00
NKKt_CxHCggMvuvrqJEjSA	Tuesday	05:00:00	21:00:00
NKKt_CxHCggMvuvrqJEjSA	Wednesday	05:00:00	21:00:00
NKKt_CxHCggMvuvrqJEjSA	Friday	05:00:00	21:00:00
NKKt_CxHCggMvuvrqJEjSA	Sunday	08:00:00	16:00:00
C6QXPtims5nbDj1uhoVkeQ	Saturday	09:00:00	17:00:00
C6QXPtims5nbDj1uhoVkeQ	Thursday	09:00:00	17:30:00
C6QXPtims5nbDj1uhoVkeQ	Monday	09:00:00	17:30:00
C6QXPtims5nbDj1uhoVkeQ	Tuesday	09:00:00	17:30:00
C6QXPtims5nbDj1uhoVkeQ	Wednesday	09:00:00	17:30:00
C6QXPtims5nbDj1uhoVkeQ	Friday	09:00:00	17:30:00
C6QXPtims5nbDj1uhoVkeQ	Sunday	12:00:00	16:00:00
DxUn-ukNL27GOuwjnFGFKA	Saturday	17:00:00	22:00:00
DxUn-ukNL27GOuwjnFGFKA	Thursday	11:30:00	14:00:00
DxUn-ukNL27GOuwjnFGFKA	Monday	11:30:00	14:00:00
DxUn-ukNL27GOuwjnFGFKA	Tuesday	11:30:00	14:00:00
DxUn-ukNL27GOuwjnFGFKA	Wednesday	11:30:00	14:00:00
DxUn-ukNL27GOuwjnFGFKA	Friday	11:30:00	14:00:00
DxUn-ukNL27GOuwjnFGFKA	Sunday	17:00:00	21:00:00
XovIlMQEVSC5_WLUKKJJjA	Saturday	11:00:00	15:00:00
XovIlMQEVSC5_WLUKKJJjA	Thursday	08:00:00	17:00:00
XovIlMQEVSC5_WLUKKJJjA	Monday	08:00:00	17:00:00
XovIlMQEVSC5_WLUKKJJjA	Tuesday	08:00:00	17:00:00
XovIlMQEVSC5_WLUKKJJjA	Wednesday	08:00:00	17:00:00
XovIlMQEVSC5_WLUKKJJjA	Friday	08:00:00	17:00:00
5g9IvafVHBiM1SsLnONq0Q	Saturday	08:00:00	18:00:00
5g9IvafVHBiM1SsLnONq0Q	Thursday	08:00:00	19:00:00
5g9IvafVHBiM1SsLnONq0Q	Monday	08:00:00	19:00:00
5g9IvafVHBiM1SsLnONq0Q	Tuesday	08:00:00	19:00:00
5g9IvafVHBiM1SsLnONq0Q	Wednesday	08:00:00	19:00:00
5g9IvafVHBiM1SsLnONq0Q	Friday	08:00:00	19:00:00
5g9IvafVHBiM1SsLnONq0Q	Sunday	09:00:00	17:00:00
BLHR4o5R4uTuRV0uY-COjg	Thursday	08:00:00	17:00:00
BLHR4o5R4uTuRV0uY-COjg	Monday	08:00:00	17:00:00
BLHR4o5R4uTuRV0uY-COjg	Tuesday	08:00:00	17:00:00
BLHR4o5R4uTuRV0uY-COjg	Wednesday	08:00:00	17:00:00
BLHR4o5R4uTuRV0uY-COjg	Friday	08:00:00	17:00:00
2A3y7QOidAu1Mm_DeFSDjg	Saturday	10:00:00	18:00:00
2A3y7QOidAu1Mm_DeFSDjg	Thursday	10:00:00	19:00:00
2A3y7QOidAu1Mm_DeFSDjg	Monday	10:00:00	19:00:00
2A3y7QOidAu1Mm_DeFSDjg	Tuesday	10:00:00	19:00:00
2A3y7QOidAu1Mm_DeFSDjg	Wednesday	10:00:00	19:00:00
2A3y7QOidAu1Mm_DeFSDjg	Friday	10:00:00	19:00:00
2A3y7QOidAu1Mm_DeFSDjg	Sunday	11:00:00	16:00:00
zHRrHljBbGqlXb3R5P85bw	Saturday	09:00:00	16:00:00
zHRrHljBbGqlXb3R5P85bw	Thursday	09:00:00	19:00:00
zHRrHljBbGqlXb3R5P85bw	Monday	09:00:00	19:00:00
zHRrHljBbGqlXb3R5P85bw	Tuesday	09:00:00	19:00:00
zHRrHljBbGqlXb3R5P85bw	Wednesday	09:00:00	19:00:00
zHRrHljBbGqlXb3R5P85bw	Friday	09:00:00	19:00:00
PCGQnghGB0btxBaU6D70bA	Thursday	09:00:00	18:00:00
PCGQnghGB0btxBaU6D70bA	Monday	08:30:00	16:30:00
PCGQnghGB0btxBaU6D70bA	Tuesday	07:00:00	16:00:00
PCGQnghGB0btxBaU6D70bA	Wednesday	08:00:00	17:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Saturday	10:00:00	21:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Thursday	10:00:00	21:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Monday	10:00:00	21:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Tuesday	10:00:00	21:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Wednesday	10:00:00	21:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Friday	10:00:00	21:00:00
zKFX8BVTWYZNa2vJ46UdmQ	Sunday	11:00:00	18:00:00
LeNwTWPic58PDzm3xfJhrw	Saturday	08:00:00	17:00:00
LeNwTWPic58PDzm3xfJhrw	Thursday	08:00:00	20:00:00
LeNwTWPic58PDzm3xfJhrw	Tuesday	08:00:00	20:00:00
LeNwTWPic58PDzm3xfJhrw	Wednesday	08:00:00	20:00:00
LeNwTWPic58PDzm3xfJhrw	Friday	08:00:00	20:00:00
9ggd0DySEZNw990JGaFSQQ	Saturday	10:00:00	21:00:00
9ggd0DySEZNw990JGaFSQQ	Thursday	10:00:00	21:00:00
9ggd0DySEZNw990JGaFSQQ	Monday	10:00:00	21:00:00
9ggd0DySEZNw990JGaFSQQ	Tuesday	10:00:00	21:00:00
9ggd0DySEZNw990JGaFSQQ	Wednesday	10:00:00	21:00:00
9ggd0DySEZNw990JGaFSQQ	Friday	10:00:00	21:00:00
9ggd0DySEZNw990JGaFSQQ	Sunday	11:00:00	18:00:00
CXHnDc0-HW6pqgbs6fhj7g	Saturday	09:00:00	21:00:00
CXHnDc0-HW6pqgbs6fhj7g	Thursday	09:00:00	21:00:00
CXHnDc0-HW6pqgbs6fhj7g	Monday	09:00:00	21:00:00
CXHnDc0-HW6pqgbs6fhj7g	Tuesday	09:00:00	21:00:00
CXHnDc0-HW6pqgbs6fhj7g	Wednesday	09:00:00	21:00:00
CXHnDc0-HW6pqgbs6fhj7g	Friday	09:00:00	21:00:00
CXHnDc0-HW6pqgbs6fhj7g	Sunday	10:00:00	19:00:00
OPaIMeAElf0SqfRAnkmUNA	Saturday	10:00:00	14:00:00
OPaIMeAElf0SqfRAnkmUNA	Thursday	09:00:00	17:00:00
OPaIMeAElf0SqfRAnkmUNA	Monday	09:00:00	17:00:00
OPaIMeAElf0SqfRAnkmUNA	Tuesday	09:00:00	17:00:00
OPaIMeAElf0SqfRAnkmUNA	Wednesday	09:00:00	17:00:00
OPaIMeAElf0SqfRAnkmUNA	Friday	09:00:00	17:00:00
FV16IeXJp2W6pnghTz2FAw	Saturday	06:00:00	06:00:00
FV16IeXJp2W6pnghTz2FAw	Thursday	06:00:00	06:00:00
FV16IeXJp2W6pnghTz2FAw	Monday	06:00:00	06:00:00
FV16IeXJp2W6pnghTz2FAw	Tuesday	06:00:00	06:00:00
FV16IeXJp2W6pnghTz2FAw	Wednesday	06:00:00	06:00:00
FV16IeXJp2W6pnghTz2FAw	Friday	06:00:00	06:00:00
FV16IeXJp2W6pnghTz2FAw	Sunday	06:00:00	06:00:00
4UVhuOLaMm2-34SrW8y-ag	Saturday	17:00:00	02:30:00
4UVhuOLaMm2-34SrW8y-ag	Thursday	17:00:00	02:30:00
4UVhuOLaMm2-34SrW8y-ag	Monday	17:00:00	02:30:00
4UVhuOLaMm2-34SrW8y-ag	Tuesday	17:00:00	02:30:00
4UVhuOLaMm2-34SrW8y-ag	Wednesday	17:00:00	02:30:00
4UVhuOLaMm2-34SrW8y-ag	Friday	17:00:00	02:30:00
4UVhuOLaMm2-34SrW8y-ag	Sunday	17:00:00	02:30:00
vtWYMSCfLzoq96VKo0Cv0Q	Saturday	08:00:00	18:00:00
vtWYMSCfLzoq96VKo0Cv0Q	Thursday	08:00:00	18:00:00
vtWYMSCfLzoq96VKo0Cv0Q	Monday	08:00:00	18:00:00
vtWYMSCfLzoq96VKo0Cv0Q	Tuesday	08:00:00	18:00:00
vtWYMSCfLzoq96VKo0Cv0Q	Wednesday	08:00:00	18:00:00
vtWYMSCfLzoq96VKo0Cv0Q	Friday	08:00:00	18:00:00
vtWYMSCfLzoq96VKo0Cv0Q	Sunday	09:00:00	15:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Saturday	10:00:00	18:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Thursday	10:00:00	18:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Monday	10:00:00	18:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Tuesday	10:00:00	18:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Wednesday	10:00:00	18:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Friday	10:00:00	18:00:00
fpDFSoDPNzIFke8ZZ-yO1g	Sunday	10:00:00	18:00:00
79oyYc48uyR8dgwt34ukig	Saturday	10:00:00	18:00:00
79oyYc48uyR8dgwt34ukig	Thursday	10:00:00	18:00:00
79oyYc48uyR8dgwt34ukig	Monday	10:00:00	18:00:00
79oyYc48uyR8dgwt34ukig	Tuesday	10:00:00	18:00:00
79oyYc48uyR8dgwt34ukig	Wednesday	11:00:00	19:00:00
79oyYc48uyR8dgwt34ukig	Friday	10:00:00	18:00:00
fdpSckVuIARSUdI9Us4C9A	Saturday	09:00:00	20:30:00
fdpSckVuIARSUdI9Us4C9A	Thursday	10:00:00	20:30:00
fdpSckVuIARSUdI9Us4C9A	Monday	10:00:00	20:30:00
fdpSckVuIARSUdI9Us4C9A	Tuesday	10:00:00	20:30:00
fdpSckVuIARSUdI9Us4C9A	Wednesday	10:00:00	20:30:00
fdpSckVuIARSUdI9Us4C9A	Friday	10:00:00	20:30:00
fdpSckVuIARSUdI9Us4C9A	Sunday	10:00:00	18:00:00
YWIDquDD5n7L7VWD6D4mig	Saturday	00:00:00	00:00:00
YWIDquDD5n7L7VWD6D4mig	Thursday	00:00:00	00:00:00
YWIDquDD5n7L7VWD6D4mig	Monday	00:00:00	00:00:00
YWIDquDD5n7L7VWD6D4mig	Tuesday	00:00:00	00:00:00
YWIDquDD5n7L7VWD6D4mig	Wednesday	00:00:00	00:00:00
YWIDquDD5n7L7VWD6D4mig	Friday	00:00:00	00:00:00
YWIDquDD5n7L7VWD6D4mig	Sunday	00:00:00	00:00:00
P6V2IYRTCIXq0j7VkgCSNw	Saturday	12:00:00	22:00:00
P6V2IYRTCIXq0j7VkgCSNw	Thursday	12:00:00	22:00:00
P6V2IYRTCIXq0j7VkgCSNw	Monday	12:00:00	22:00:00
P6V2IYRTCIXq0j7VkgCSNw	Tuesday	12:00:00	22:00:00
P6V2IYRTCIXq0j7VkgCSNw	Wednesday	12:00:00	22:00:00
P6V2IYRTCIXq0j7VkgCSNw	Friday	12:00:00	22:00:00
P6V2IYRTCIXq0j7VkgCSNw	Sunday	12:00:00	18:00:00
PvRGbTosdScecvPlB5kVfA	Thursday	07:00:00	16:30:00
PvRGbTosdScecvPlB5kVfA	Monday	07:30:00	17:00:00
PvRGbTosdScecvPlB5kVfA	Tuesday	07:30:00	17:00:00
PvRGbTosdScecvPlB5kVfA	Wednesday	07:30:00	17:00:00
PvRGbTosdScecvPlB5kVfA	Friday	07:30:00	14:30:00
3C7AWEyLV1DHf8rTaJDACA	Saturday	07:30:00	21:30:00
