business_id	name	value
reU2VaO-QvNAyCZEyxHMBw	Accepts Credit Cards	true
reU2VaO-QvNAyCZEyxHMBw	Price Range	1
GrGHVKec258eN1_gtJwS1w	street	true
GrGHVKec258eN1_gtJwS1w	garage	false
GrGHVKec258eN1_gtJwS1w	lot	true
GrGHVKec258eN1_gtJwS1w	valet	false
GrGHVKec258eN1_gtJwS1w	Accepts Credit Cards	true
GrGHVKec258eN1_gtJwS1w	Price Range	2
P6H-p8fXbPq8VjO4kLTz4A	Wheelchair Accessible	true
P6H-p8fXbPq8VjO4kLTz4A	street	false
P6H-p8fXbPq8VjO4kLTz4A	garage	false
P6H-p8fXbPq8VjO4kLTz4A	lot	true
P6H-p8fXbPq8VjO4kLTz4A	valet	false
P6H-p8fXbPq8VjO4kLTz4A	validated	false
P6H-p8fXbPq8VjO4kLTz4A	Accepts Credit Cards	true
P6H-p8fXbPq8VjO4kLTz4A	Price Range	3
5kRug3bEienrpovtPRVVwg	Alcohol	full_bar
5kRug3bEienrpovtPRVVwg	Waiter Service	true
5kRug3bEienrpovtPRVVwg	Attire	casual
5kRug3bEienrpovtPRVVwg	Delivery	false
5kRug3bEienrpovtPRVVwg	Good for Kids	false
5kRug3bEienrpovtPRVVwg	street	false
5kRug3bEienrpovtPRVVwg	garage	false
5kRug3bEienrpovtPRVVwg	lot	true
5kRug3bEienrpovtPRVVwg	valet	false
5kRug3bEienrpovtPRVVwg	validated	false
5kRug3bEienrpovtPRVVwg	Take-out	true
5kRug3bEienrpovtPRVVwg	Accepts Credit Cards	true
5kRug3bEienrpovtPRVVwg	Price Range	2
5kRug3bEienrpovtPRVVwg	Takes Reservations	true
5kRug3bEienrpovtPRVVwg	Caters	false
5kRug3bEienrpovtPRVVwg	Noise Level	average
5kRug3bEienrpovtPRVVwg	hipster	false
5kRug3bEienrpovtPRVVwg	classy	false
5kRug3bEienrpovtPRVVwg	touristy	false
5kRug3bEienrpovtPRVVwg	divey	false
5kRug3bEienrpovtPRVVwg	casual	false
5kRug3bEienrpovtPRVVwg	intimate	true
5kRug3bEienrpovtPRVVwg	romantic	false
5kRug3bEienrpovtPRVVwg	trendy	false
5kRug3bEienrpovtPRVVwg	upscale	false
5kRug3bEienrpovtPRVVwg	BYOB	false
5kRug3bEienrpovtPRVVwg	dinner	true
5kRug3bEienrpovtPRVVwg	latenight	false
5kRug3bEienrpovtPRVVwg	breakfast	false
5kRug3bEienrpovtPRVVwg	brunch	false
5kRug3bEienrpovtPRVVwg	lunch	false
5kRug3bEienrpovtPRVVwg	dessert	false
5kRug3bEienrpovtPRVVwg	Has TV	true
5kRug3bEienrpovtPRVVwg	Wheelchair Accessible	true
5kRug3bEienrpovtPRVVwg	BYOB/Corkage	no
5kRug3bEienrpovtPRVVwg	Good For Groups	true
5kRug3bEienrpovtPRVVwg	Outdoor Seating	false
5kRug3bEienrpovtPRVVwg	Wi-Fi	no
5kRug3bEienrpovtPRVVwg	Good For Kids	false
P3DbF086gy6yMYIgTdR9yg	Wheelchair Accessible	true
P3DbF086gy6yMYIgTdR9yg	street	false
P3DbF086gy6yMYIgTdR9yg	garage	false
P3DbF086gy6yMYIgTdR9yg	lot	true
P3DbF086gy6yMYIgTdR9yg	valet	false
P3DbF086gy6yMYIgTdR9yg	validated	false
P3DbF086gy6yMYIgTdR9yg	Accepts Credit Cards	true
P3DbF086gy6yMYIgTdR9yg	Price Range	1
OkRzw22eDg45do8i-1jHow	Wheelchair Accessible	true
OkRzw22eDg45do8i-1jHow	street	false
OkRzw22eDg45do8i-1jHow	garage	false
OkRzw22eDg45do8i-1jHow	lot	true
OkRzw22eDg45do8i-1jHow	valet	false
OkRzw22eDg45do8i-1jHow	validated	false
OkRzw22eDg45do8i-1jHow	Dogs Allowed	true
OkRzw22eDg45do8i-1jHow	Accepts Credit Cards	true
OkRzw22eDg45do8i-1jHow	Price Range	2
DC77ROlgfnpxQNFKQbbpnw	street	false
DC77ROlgfnpxQNFKQbbpnw	garage	false
DC77ROlgfnpxQNFKQbbpnw	lot	true
DC77ROlgfnpxQNFKQbbpnw	valet	false
DC77ROlgfnpxQNFKQbbpnw	validated	false
DC77ROlgfnpxQNFKQbbpnw	Accepts Credit Cards	true
DC77ROlgfnpxQNFKQbbpnw	Price Range	2
aApHpyUbnqBJmL_3X6UFOA	By Appointment Only	false
aApHpyUbnqBJmL_3X6UFOA	street	false
aApHpyUbnqBJmL_3X6UFOA	garage	false
aApHpyUbnqBJmL_3X6UFOA	lot	true
aApHpyUbnqBJmL_3X6UFOA	valet	false
aApHpyUbnqBJmL_3X6UFOA	validated	false
aApHpyUbnqBJmL_3X6UFOA	Accepts Credit Cards	true
aApHpyUbnqBJmL_3X6UFOA	Price Range	1
psMQBi2uQVN7c-Sw0xjNMw	By Appointment Only	true
8rMSbtMFVtEien-2EfFu6w	By Appointment Only	false
UAnuqYY2EoGSh4vC8BByyw	By Appointment Only	true
UAnuqYY2EoGSh4vC8BByyw	street	false
UAnuqYY2EoGSh4vC8BByyw	garage	false
UAnuqYY2EoGSh4vC8BByyw	lot	false
UAnuqYY2EoGSh4vC8BByyw	valet	false
UAnuqYY2EoGSh4vC8BByyw	validated	false
UAnuqYY2EoGSh4vC8BByyw	Accepts Credit Cards	true
UAnuqYY2EoGSh4vC8BByyw	Price Range	2
UAnuqYY2EoGSh4vC8BByyw	Accepts Insurance	false
b-IWZuVd3f0GcbtetwG5WA	Wheelchair Accessible	true
b-IWZuVd3f0GcbtetwG5WA	street	false
b-IWZuVd3f0GcbtetwG5WA	garage	false
b-IWZuVd3f0GcbtetwG5WA	lot	true
b-IWZuVd3f0GcbtetwG5WA	valet	false
b-IWZuVd3f0GcbtetwG5WA	validated	false
b-IWZuVd3f0GcbtetwG5WA	Accepts Credit Cards	true
b-IWZuVd3f0GcbtetwG5WA	Price Range	2
aBHf1s6Epi3k4pXKIGd0dg	street	false
aBHf1s6Epi3k4pXKIGd0dg	garage	false
aBHf1s6Epi3k4pXKIGd0dg	lot	false
aBHf1s6Epi3k4pXKIGd0dg	valet	false
aBHf1s6Epi3k4pXKIGd0dg	validated	false
aBHf1s6Epi3k4pXKIGd0dg	Accepts Credit Cards	true
aBHf1s6Epi3k4pXKIGd0dg	Price Range	2
ykBWmSL1yDrAob2a20b2DQ	By Appointment Only	false
ykBWmSL1yDrAob2a20b2DQ	street	false
ykBWmSL1yDrAob2a20b2DQ	garage	false
ykBWmSL1yDrAob2a20b2DQ	lot	true
ykBWmSL1yDrAob2a20b2DQ	valet	false
ykBWmSL1yDrAob2a20b2DQ	validated	false
ykBWmSL1yDrAob2a20b2DQ	Accepts Credit Cards	true
ykBWmSL1yDrAob2a20b2DQ	Price Range	1
jq_YnMQjcArdBWuwRospFg	Alcohol	full_bar
jq_YnMQjcArdBWuwRospFg	Waiter Service	true
jq_YnMQjcArdBWuwRospFg	Delivery	false
jq_YnMQjcArdBWuwRospFg	Happy Hour	true
jq_YnMQjcArdBWuwRospFg	Attire	casual
jq_YnMQjcArdBWuwRospFg	Good for Kids	true
jq_YnMQjcArdBWuwRospFg	street	false
jq_YnMQjcArdBWuwRospFg	garage	false
jq_YnMQjcArdBWuwRospFg	lot	true
jq_YnMQjcArdBWuwRospFg	valet	false
jq_YnMQjcArdBWuwRospFg	validated	false
jq_YnMQjcArdBWuwRospFg	Take-out	true
jq_YnMQjcArdBWuwRospFg	Accepts Credit Cards	true
jq_YnMQjcArdBWuwRospFg	Price Range	2
jq_YnMQjcArdBWuwRospFg	Takes Reservations	true
jq_YnMQjcArdBWuwRospFg	Caters	true
jq_YnMQjcArdBWuwRospFg	Noise Level	quiet
jq_YnMQjcArdBWuwRospFg	hipster	false
jq_YnMQjcArdBWuwRospFg	classy	false
jq_YnMQjcArdBWuwRospFg	touristy	false
jq_YnMQjcArdBWuwRospFg	divey	false
jq_YnMQjcArdBWuwRospFg	casual	false
jq_YnMQjcArdBWuwRospFg	intimate	false
jq_YnMQjcArdBWuwRospFg	romantic	true
jq_YnMQjcArdBWuwRospFg	trendy	false
jq_YnMQjcArdBWuwRospFg	upscale	false
jq_YnMQjcArdBWuwRospFg	dinner	true
jq_YnMQjcArdBWuwRospFg	latenight	false
jq_YnMQjcArdBWuwRospFg	breakfast	false
jq_YnMQjcArdBWuwRospFg	brunch	false
jq_YnMQjcArdBWuwRospFg	lunch	false
jq_YnMQjcArdBWuwRospFg	dessert	false
jq_YnMQjcArdBWuwRospFg	Has TV	false
jq_YnMQjcArdBWuwRospFg	Good For Groups	true
jq_YnMQjcArdBWuwRospFg	Outdoor Seating	true
jq_YnMQjcArdBWuwRospFg	Good For Dancing	false
MglY-6zpPbBUhbCZElSwrA	By Appointment Only	false
MglY-6zpPbBUhbCZElSwrA	curly	true
MglY-6zpPbBUhbCZElSwrA	perms	true
MglY-6zpPbBUhbCZElSwrA	africanamerican	false
MglY-6zpPbBUhbCZElSwrA	straightperms	true
MglY-6zpPbBUhbCZElSwrA	coloring	true
MglY-6zpPbBUhbCZElSwrA	kids	false
MglY-6zpPbBUhbCZElSwrA	extensions	true
MglY-6zpPbBUhbCZElSwrA	asian	false
MglY-6zpPbBUhbCZElSwrA	Good for Kids	true
MglY-6zpPbBUhbCZElSwrA	Wheelchair Accessible	true
MglY-6zpPbBUhbCZElSwrA	street	false
MglY-6zpPbBUhbCZElSwrA	garage	false
MglY-6zpPbBUhbCZElSwrA	lot	true
MglY-6zpPbBUhbCZElSwrA	valet	false
MglY-6zpPbBUhbCZElSwrA	validated	false
MglY-6zpPbBUhbCZElSwrA	Accepts Credit Cards	true
MglY-6zpPbBUhbCZElSwrA	Price Range	2
rDyAYMl4kRnut0mruZctOw	By Appointment Only	false
rDyAYMl4kRnut0mruZctOw	Good for Kids	false
rDyAYMl4kRnut0mruZctOw	street	false
rDyAYMl4kRnut0mruZctOw	garage	false
rDyAYMl4kRnut0mruZctOw	lot	false
rDyAYMl4kRnut0mruZctOw	valet	false
rDyAYMl4kRnut0mruZctOw	validated	false
rDyAYMl4kRnut0mruZctOw	Accepts Credit Cards	true
QsCCPWxWqMe-0jSfryhkXg	By Appointment Only	false
OCfXJuLuGKS0s7pZsKCf0A	street	false
OCfXJuLuGKS0s7pZsKCf0A	garage	false
OCfXJuLuGKS0s7pZsKCf0A	lot	true
OCfXJuLuGKS0s7pZsKCf0A	valet	false
OCfXJuLuGKS0s7pZsKCf0A	validated	false
OCfXJuLuGKS0s7pZsKCf0A	Accepts Credit Cards	true
OCfXJuLuGKS0s7pZsKCf0A	Price Range	2
BNhnxtafzFg5D3aVBxz7jA	By Appointment Only	true
-xfC8kvDn3TN5uhkeTT0JA	By Appointment Only	true
SHOF1J3_V1z_HjsXqnIxqA	By Appointment Only	true
jz084uDhqyUK_jdbAqkYRg	Wheelchair Accessible	true
jz084uDhqyUK_jdbAqkYRg	street	false
jz084uDhqyUK_jdbAqkYRg	garage	false
jz084uDhqyUK_jdbAqkYRg	lot	true
jz084uDhqyUK_jdbAqkYRg	valet	false
jz084uDhqyUK_jdbAqkYRg	validated	false
jz084uDhqyUK_jdbAqkYRg	Accepts Credit Cards	true
jz084uDhqyUK_jdbAqkYRg	Price Range	1
6w-hwYu8Km3tKp0RFTp0bQ	Wheelchair Accessible	true
6w-hwYu8Km3tKp0RFTp0bQ	street	false
6w-hwYu8Km3tKp0RFTp0bQ	garage	false
6w-hwYu8Km3tKp0RFTp0bQ	lot	true
6w-hwYu8Km3tKp0RFTp0bQ	valet	false
6w-hwYu8Km3tKp0RFTp0bQ	validated	false
6w-hwYu8Km3tKp0RFTp0bQ	Accepts Credit Cards	true
6w-hwYu8Km3tKp0RFTp0bQ	Price Range	1
OyJ_CGX0-bh-7VicqfBXGw	street	false
OyJ_CGX0-bh-7VicqfBXGw	garage	false
OyJ_CGX0-bh-7VicqfBXGw	lot	true
OyJ_CGX0-bh-7VicqfBXGw	valet	false
OyJ_CGX0-bh-7VicqfBXGw	validated	false
OyJ_CGX0-bh-7VicqfBXGw	Accepts Credit Cards	true
OyJ_CGX0-bh-7VicqfBXGw	Price Range	2
JlwJPlkE5E_97sPhqWnmCg	By Appointment Only	true
JlwJPlkE5E_97sPhqWnmCg	curly	true
JlwJPlkE5E_97sPhqWnmCg	perms	true
JlwJPlkE5E_97sPhqWnmCg	africanamerican	false
JlwJPlkE5E_97sPhqWnmCg	straightperms	true
JlwJPlkE5E_97sPhqWnmCg	coloring	true
JlwJPlkE5E_97sPhqWnmCg	kids	true
JlwJPlkE5E_97sPhqWnmCg	extensions	true
JlwJPlkE5E_97sPhqWnmCg	asian	true
JlwJPlkE5E_97sPhqWnmCg	Good for Kids	true
JlwJPlkE5E_97sPhqWnmCg	Wheelchair Accessible	true
JlwJPlkE5E_97sPhqWnmCg	street	false
JlwJPlkE5E_97sPhqWnmCg	garage	false
JlwJPlkE5E_97sPhqWnmCg	lot	true
JlwJPlkE5E_97sPhqWnmCg	valet	false
JlwJPlkE5E_97sPhqWnmCg	validated	false
JlwJPlkE5E_97sPhqWnmCg	Accepts Credit Cards	true
JlwJPlkE5E_97sPhqWnmCg	Price Range	2
8w48H-7HwQX-fJx1Wl8glg	By Appointment Only	false
K7l8kVfpCWBhQpMHEhCv5w	By Appointment Only	true
WorzvsB28dlSnCyuNslSdA	street	false
WorzvsB28dlSnCyuNslSdA	garage	false
WorzvsB28dlSnCyuNslSdA	lot	true
WorzvsB28dlSnCyuNslSdA	valet	false
WorzvsB28dlSnCyuNslSdA	validated	false
WorzvsB28dlSnCyuNslSdA	Accepts Credit Cards	true
WorzvsB28dlSnCyuNslSdA	Price Range	1
J6ZcTaL_4XaC7SwV1w9IOg	By Appointment Only	true
xpnNsrT8QsCIUdawnsBvoQ	By Appointment Only	false
Hls6Cl5Wo8f1FS5ZDtntXA	By Appointment Only	true
OXJZlVOYZwyrf5cHLmfStw	street	true
OXJZlVOYZwyrf5cHLmfStw	garage	false
OXJZlVOYZwyrf5cHLmfStw	lot	true
OXJZlVOYZwyrf5cHLmfStw	valet	false
OXJZlVOYZwyrf5cHLmfStw	validated	false
OXJZlVOYZwyrf5cHLmfStw	Accepts Credit Cards	true
OXJZlVOYZwyrf5cHLmfStw	Price Range	2
BUsmaloKEZeOvXLrSjKWSQ	By Appointment Only	false
BUsmaloKEZeOvXLrSjKWSQ	Wheelchair Accessible	true
BUsmaloKEZeOvXLrSjKWSQ	street	false
BUsmaloKEZeOvXLrSjKWSQ	garage	false
BUsmaloKEZeOvXLrSjKWSQ	lot	true
BUsmaloKEZeOvXLrSjKWSQ	valet	false
BUsmaloKEZeOvXLrSjKWSQ	validated	false
BUsmaloKEZeOvXLrSjKWSQ	Accepts Credit Cards	true
BUsmaloKEZeOvXLrSjKWSQ	Price Range	3
vQQBk3jsTkbPfa-qGeF3rg	By Appointment Only	false
vQQBk3jsTkbPfa-qGeF3rg	Wheelchair Accessible	true
vQQBk3jsTkbPfa-qGeF3rg	street	false
vQQBk3jsTkbPfa-qGeF3rg	garage	false
vQQBk3jsTkbPfa-qGeF3rg	lot	false
vQQBk3jsTkbPfa-qGeF3rg	valet	false
vQQBk3jsTkbPfa-qGeF3rg	validated	false
vQQBk3jsTkbPfa-qGeF3rg	Accepts Credit Cards	true
vQQBk3jsTkbPfa-qGeF3rg	Price Range	2
VLRmecRseHP8ZLljlp7CFw	Wheelchair Accessible	true
VLRmecRseHP8ZLljlp7CFw	street	false
VLRmecRseHP8ZLljlp7CFw	garage	false
VLRmecRseHP8ZLljlp7CFw	lot	true
VLRmecRseHP8ZLljlp7CFw	valet	false
VLRmecRseHP8ZLljlp7CFw	validated	false
VLRmecRseHP8ZLljlp7CFw	Dogs Allowed	true
VLRmecRseHP8ZLljlp7CFw	Accepts Credit Cards	true
VLRmecRseHP8ZLljlp7CFw	Price Range	2
m7uxAxL9L3kuB8XWkoveHQ	Good for Kids	false
m7uxAxL9L3kuB8XWkoveHQ	Wheelchair Accessible	true
m7uxAxL9L3kuB8XWkoveHQ	street	false
m7uxAxL9L3kuB8XWkoveHQ	garage	false
m7uxAxL9L3kuB8XWkoveHQ	lot	true
m7uxAxL9L3kuB8XWkoveHQ	valet	false
m7uxAxL9L3kuB8XWkoveHQ	validated	false
m7uxAxL9L3kuB8XWkoveHQ	Accepts Credit Cards	true
m7uxAxL9L3kuB8XWkoveHQ	Price Range	2
NKKt_CxHCggMvuvrqJEjSA	By Appointment Only	false
NKKt_CxHCggMvuvrqJEjSA	Good for Kids	true
igvATKdi31Ve7Jd2B6-g9g	Good for Kids	true
igvATKdi31Ve7Jd2B6-g9g	street	false
igvATKdi31Ve7Jd2B6-g9g	garage	false
igvATKdi31Ve7Jd2B6-g9g	lot	false
igvATKdi31Ve7Jd2B6-g9g	valet	false
igvATKdi31Ve7Jd2B6-g9g	validated	false
igvATKdi31Ve7Jd2B6-g9g	Accepts Credit Cards	true
igvATKdi31Ve7Jd2B6-g9g	Price Range	2
C6QXPtims5nbDj1uhoVkeQ	By Appointment Only	false
C6QXPtims5nbDj1uhoVkeQ	Wheelchair Accessible	false
C6QXPtims5nbDj1uhoVkeQ	street	true
C6QXPtims5nbDj1uhoVkeQ	garage	false
C6QXPtims5nbDj1uhoVkeQ	lot	false
C6QXPtims5nbDj1uhoVkeQ	valet	false
C6QXPtims5nbDj1uhoVkeQ	validated	false
C6QXPtims5nbDj1uhoVkeQ	Accepts Credit Cards	true
C6QXPtims5nbDj1uhoVkeQ	Price Range	2
XgVyl3T3Zn_k7SljAJ1d0Q	street	false
XgVyl3T3Zn_k7SljAJ1d0Q	garage	false
XgVyl3T3Zn_k7SljAJ1d0Q	lot	false
XgVyl3T3Zn_k7SljAJ1d0Q	valet	false
XgVyl3T3Zn_k7SljAJ1d0Q	validated	false
XgVyl3T3Zn_k7SljAJ1d0Q	Accepts Credit Cards	true
XgVyl3T3Zn_k7SljAJ1d0Q	Price Range	1
DxUn-ukNL27GOuwjnFGFKA	Alcohol	beer_and_wine
DxUn-ukNL27GOuwjnFGFKA	Waiter Service	true
DxUn-ukNL27GOuwjnFGFKA	Attire	casual
DxUn-ukNL27GOuwjnFGFKA	Delivery	false
DxUn-ukNL27GOuwjnFGFKA	Good for Kids	true
DxUn-ukNL27GOuwjnFGFKA	street	false
DxUn-ukNL27GOuwjnFGFKA	garage	false
DxUn-ukNL27GOuwjnFGFKA	lot	true
DxUn-ukNL27GOuwjnFGFKA	valet	false
DxUn-ukNL27GOuwjnFGFKA	validated	false
DxUn-ukNL27GOuwjnFGFKA	Take-out	true
DxUn-ukNL27GOuwjnFGFKA	Accepts Credit Cards	true
DxUn-ukNL27GOuwjnFGFKA	Price Range	2
DxUn-ukNL27GOuwjnFGFKA	Takes Reservations	true
DxUn-ukNL27GOuwjnFGFKA	Caters	false
DxUn-ukNL27GOuwjnFGFKA	Noise Level	average
DxUn-ukNL27GOuwjnFGFKA	classy	false
DxUn-ukNL27GOuwjnFGFKA	hipster	false
DxUn-ukNL27GOuwjnFGFKA	touristy	false
DxUn-ukNL27GOuwjnFGFKA	divey	false
DxUn-ukNL27GOuwjnFGFKA	casual	true
DxUn-ukNL27GOuwjnFGFKA	intimate	false
DxUn-ukNL27GOuwjnFGFKA	romantic	false
DxUn-ukNL27GOuwjnFGFKA	trendy	false
DxUn-ukNL27GOuwjnFGFKA	upscale	false
DxUn-ukNL27GOuwjnFGFKA	dinner	true
DxUn-ukNL27GOuwjnFGFKA	latenight	false
DxUn-ukNL27GOuwjnFGFKA	breakfast	false
DxUn-ukNL27GOuwjnFGFKA	brunch	false
DxUn-ukNL27GOuwjnFGFKA	lunch	false
DxUn-ukNL27GOuwjnFGFKA	dessert	false
DxUn-ukNL27GOuwjnFGFKA	Has TV	false
DxUn-ukNL27GOuwjnFGFKA	Wheelchair Accessible	true
DxUn-ukNL27GOuwjnFGFKA	Good For Groups	true
