review_id	business_id	user_id	stars	text	review_date	cool	funny	useful
jzxWz0XtzYsDhOu0cN8aog	tqu42L0qXzkvYKSruOz0IA	xioWPmtVDRYnKSDUnGS_fA	4	$5.99 steak and eggs for breakfast with potatoes and toast.  Steak and eggs were cooked as ordered.  Great meal for the money.	2014-07-14	0	0	0
oaxaQSl4DMxy1W9hCAkd0Q	Gn7bMxhZgY0bivsthvJWJQ	rpjYF15MOjqtKCxDwkdzFQ	2	Ate here late at night, food was simply not good, meat was dried out and there wasn't much of a variety. You can find much better buffets for only a few dollars more.	2012-04-18	0	0	0
M_vXM0PrB3QFbVPD9edAPw	xNcqwYAUeVOhe3KNC4Xjaw	5mUANHWjIoV191xp_4ljyA	4	The food was very authentic and its good to see real Japanese people working there. I couldn't understand the heavy accent of the waiter but was able to place my order. The sake was very good and the food is excellent. I would recommend coming here. This was my second time and I took my girlfriend here who want to eat Japanese food. 4 STARS.	2014-02-18	0	0	0
Bs75vAJ1yCaoWTA2lwMh9g	VbI_ryrGPdNRaDrYRJGMiA	k_azqxVgdB2V0QjJf5aTUA	3	Pretty good but can't say I was amazed. The toppings are good and the icecream is good but it's nothing I can't make at home. Idk, I don't see myself craving this ever and I was raised on crepes.	2013-07-29	0	0	0
7YuR50h9CNQgVEBE2vulBA	K8pM6qQdYu5h6buRE1-_sw	zS_iFe4xQOODPfAXjw-leA	1	Went here for years but after they expanded seems like they lost the customer service. - My husband and I were ignored, waiting out for with a dozen other people waiting to be called. Then was talked to rudely when we asked when we were Nwxt. They said they sat 3 people before us that we did answer...because we were outside. The was no standing room inside. Waited inside to make sure they weren't going to sit someone else  and was basically told we were in the way. Took a friend and son with us..we called as we walked out.  -  - BAd CUSTOMER SERVICE. WOULDN'T WASTE MY TIME THERE AGAIN - GO TO DOWN SOUTH INSTEAD!	2013-12-02	0	0	0
b394HR9qWie12a9KMSOFvA	FV16IeXJp2W6pnghTz2FAw	I1ywRg53510eANGBQ0U9VA	4	Lost my pho-kim virginity about a month ago, it was awesome. I had never eaten pho but was told this place had the best around. I see these little restaurants everywhere around town, one day I will try another place and compare.  -  - The soup is pretty delicious, I love all of the extras they give you so that you can flavor it to your liking. The restaurant itself is very clean and always busy. The staff is nice but can be slow and unfriendly which is why they lose a star.  -  - If you've never had pho, this is a good place to start and find out exactly what you like in your bowl!	2011-10-31	0	0	0
O8Ktl_ZRYix5Gc4u6yrVjA	reU2VaO-QvNAyCZEyxHMBw	dji-3ZSLA33ndPPYT0p7BA	5	Wow. I usually go to salons, and that's where I take the kids. But this time, we went in a big group, 5 (walk-in) cuts in total, ages 17,13,13,13, and 8. Total price 66.00 plus tip. Holy good haircuts, Batman! I was really blown away by the level of skill that this place had to offer. Aren't these cheap places kinda crappy? My perspective has changed. We walked in and walked out in about an hour. Craziness. -  - I will have to come back and add names of the stylists. For now, there's pink hair and piercings girl- super smiley, very friendly, and she did a great job on the 2 13 year old girls. Then, there was the other lady. Wish I knew her name.. I think it started with an H. She was also very nice, and very good. The 17 year old LOVED her hair. She's been raving about it for 2 days now. She also cut the 13 year old boy's hair. It was exactly what his Dad wanted him to get. It looked perfect! And then, my boy. A man cut his hair. He was not very friendly. I felt like I was an imposition. But he gets 5 stars anyways, because I honestly have never seen such a GREAT cut on my Son. His Dad wanted him to cut off his long hair and I was really disappointed. His hair is blonde, so when it's short, it looks almost see-through. This guy did an amazzzzzing job and I could not be happier.  -  - All in all, I'm highly satisfied! Definitely the new family spot.	2013-07-19	0	0	0
XPnbOoksqnhqdh4k07ad7g	aBHf1s6Epi3k4pXKIGd0dg	W7Zlyvl_ZZmgkDbJaYPMMA	4	I like this place a lot.  They had a few items here for very reasonable prices that were actually pretty cute.  I found shower curtains here for $10 that were extremely adorable, would have been $30 at another store for the same item.  I found window treatments for my kitchen that I couldn't find anywhere else for the same reasonable price. -  - The staff was nice and friendly too.  They have a very wide selection of items.  I'd recommend this place to others to take a peek at for sure.	2014-06-28	0	0	0
tbRVqoea0EwNK37Ryp2NYA	O7-O54xA54g_tyP3A9pXZQ	WTbKjTqavtyMhcCjkr5AXw	5	I hadn't been to the Dr in a very long time. I needed a check up to make sure I was still healthy. It was one of the easiest experiences I have ever had visiting a Dr. Everyone was very friendly, they got me in and out in no time billed my insurance and it was painless. I'm so happy to have found a good Dr in the area. I would recommend him to anyone. I couldn't be happier	2014-06-27	0	0	0
Bp0OHS5TZNZixowiKm_aDg	NdWepl0uhdzWDLANul0Uqg	61HRMKC0sxwrpw_OUltiGg	5	The is the mecca for inexpensive, cute and trendy clothing. I could literally spend 3 hours browsing...forget the time it would take to try on all the stuff I found (ladies...I wouldn't recommend bringing your hubby or boyfriend).  -  - If you love trendy clothing but don't like paying a bloody fortune for it....Forever 21 is the answer. It isn't the highest quality of clothing in the world but it lasts for the season...and for the price...you can't beat it. The staff is super friendly and try to help you find what your looking for (again...if you smile, are polite and don't treat them like they are beneath you...they will bend over backwards to help you).  When my kids are with their dad....you will always find me browsing here.	2011-02-03	0	0	0
-DFINtPy1qP_b1j2MEDTmg	8mcXktLkaY1pcEMhFuSo2w	foKuHkBpfPVi4K84OxLBUg	2	Love the brand, dislike this location. The employees act like they work at Saks Fifth Ave with their uppity attitudes. Hey guys, you're all making minimum wage and selling clothing so let's get some customer service training! I suppose I didn't have enough Louis Vuitton on that day. No matter, I'll use my loaded gift card on several items on the website. The store associates referred me there when I asked about different size availability and didn't offer to call other locations or order what I wanted from the store. Lazy bratty kids	2013-03-13	0	0	3
U9UgUSXX1OTX4XnaedpB9w	CfIPNXy_FcIAgbka7ja0qg	KJDymAcoPiW_vuqthGxfpQ	4	Definitely the largest, cleanest and most well stocked Ross that I have been to in the Phoenix area thus far.  I was actually pretty surprised when I walked in and saw the layout and how vast it was and all that was in there, without feeling like things were stacked up on top of each other - like at some other Ross locations.  I found a few more tea-light candles in the colors we are using for our wedding and the prices couldn't be beat even on some of the major websites. -  - I took a quick look through the shoe section and the holiday seasonal items and everything was really nicely organized - which is saying something when we are talking about shoe sections at a Ross.   -  - Overall: A - Unless I find a Ross that is a touch closer to our house that is the same as this one, I declare this Ross the winner in the Northeast Phoenix area.	2013-10-23	0	0	0
cEZudvpCHWbL7v01bGNvGg	ieYiud3trM-9e7E8YUhK0g	SwQnQjs_THA7Rms-5Nd3Ag	4	We had never heard of B&B but we were invited to "brunch" with some friends so we made the trek from Summerlin to Anthem and on the way we read some reviews on Yelp to get an idea of what we were in for. This is a great casual place for brunch on the weekend. They don't have a lot of seats and the tables are fairly close to each other but that didn't bother us but it clearly bothered the couple near us since our friends had a baby stroller with them that must have been invading their personal space. When you come in you place your order and then they bring it out to you. Our cappuccino came out almost immediately and the food wasn't too far behind. I am intrigued by the "gourmet" root beer bar they had but I wasn't in the mood for a soda at the time. I will check it out next time.  -  - From reading the reviews we figured we needed to try the Waffle Sandwich and the PB&J Brioche so we ordered those as well as one of the bagel sandwiches and a cappuccino and coffee. The Waffle Sandwich delivered on everything I would expect from something like this. The waffles were delicious and the bechamel was think (almost gravy like) and the waffle didn't get soggy under it. The PB&J Brioche wasn't that amazing, the "J" in the middle was good but I didn't get any "PB" flavor in the item. The Bagel Sandwich was very good though I think they used the wrong bagel since we ordered Jalapeno/Cheddar and the bagel we got didn't have any of those flavors.  -  - Overall we would come back again and we definitely want to try some of the lunch items, they looked great coming out of the kitchen!	2012-01-14	0	0	0
gaKWUTU-1hu_RO6q2r4P6g	sGXtpt1bkeZgjBeCbegZXA	tLUxonIuH93f-LSjvxsAFA	5	Huge store and tins if parking. Was very neat and the girls are smiley and friendly. Not over crowded with customers or noisy. I like my shoe therapy to be peaceful.	2014-04-24	0	0	0
WKmYvoMOlVE2fqZYGttNOA	4bEjOyTaDG24SY5TxsaUNQ	pRMY4p9ugveNeqTD4qcI8g	5	I love this place. The food is 4 stars but the view of the bellagio fountains are 5 stars. I ordered the trout with string beans and my boyfriend had the sea bass special with mash potatoes and mushrooms. The food came out so fast it's almost questionable how they made the food so fast. But I have no complaints, the fish was cooked wonderfully moist and flavorful. With 2 drinks and 2 entrees the bill came out to $60. The price is pretty reasonable when you consider the breath taking view. I ate my food slowly and got to enjoy the fountain show at least 5 more times.	2010-10-25	0	0	0
3a7weVhQReXGeWQ90MewUg	mErsY2ye5aW8_Z2eIrfNCA	_IjKfYOYG9CSiPY9UbudcA	1	Walked in because I needed a new sim card to a full store not packed just full, the lady behind the counter asked what I needed and I told her I just came for a replacement SIM card, should only take a minute. Instead she puts my name on a list and goes back to having a conversation with her coworkers about what she did last night. Seriously? Excuse me I'm waiting for service, so I ask how long and she simply says we will get to you when we can. The conversation goes on for at least 20 minute until finally another rep pops out of the back chewing food asking what I need. WORST customer service I have ever experienced, I try to avoid coming here at all cost but sometimes it's inevitable. 1 star rating is way to much for this tmobile location, you work in the service industry, do your job!	2014-02-19	0	0	2
l6gxJugBtJAv-WNLY78Rmw	7q1FpSXbE6XtLNg518pxDA	4fcRjq0HzDlNsK1GnvFlxA	5	New to the area and stumbled across this place for dinner one night. And I'm so glad I did!!!!! It was a Wednesday and they were offering 12.95 whole Lobster, what a great deal! Can't wait to back tonight and enjoy a wonderful affordable lobster dinner. Great beer selection too.	2013-09-04	0	0	0
I1U_ELSBmZfuW4Z8XK52vw	rZbHg4ACfN3iShdsT47WKQ	KHdL4qXibF-Sp0lqGCaQ9A	5	The atmosphere is unique, unlike other bar-b-que places I've been to. The patio is much like a garden patio at a home with brick walls and plants high enough to block the traffic / side street noises.  The indoors has a rustic, yet, elligant patio feel to it with the brick walls and rustic wood ceilings.  The furniture is again, more of a patio feel than a typical bar-b-que restaurant.  The noise level was not too loud that you couldn't hear people at your own table.  -  - The food was wonderful! Although my husband said their burger was too greasy, that was the only downfall.  My brother and I had the St. Louis ribs.  The way they caramelize the bar-b-que sauce on the ribs is great. They aren't runny with sauce dripping down your hand. The rib meat falls off the bone and easy enough to eat with a fork or picking it up.  -  - The sides were great. I had the macaroni and cheese which was definitely homemade. Not runny and not too dry. The cheese flavor was not too strong either.  -  -  I would  be prepared to wait a bit for a table because they appeared to always be busy. Overall, I really enjoyed this place and would go back again!	2011-03-31	2	1	3
y8X7m4q-8ZqoHil5yce__w	2w_d4H-DX104D_Va3UqE1A	oIKzfRJKouHWlmwOpBGPBQ	1	I bought a tempurpedic cloud from the Tempe Marketplace location in AZ.  Floor model mattress with a new base.  It was delivered today with a filthy torn base.  This bed was purchase over the weekend for a Monday delivery - 2 days.  They are telling me I will get a new base next Wed - NEXT WED.  Worst customer service ever.  Judy was the one who I called with the problem and not my sales person.  She is rude and yelled at me even though I am the customer that was delivered a filthy bed and told me she did what she can and to call her region Jim Rogers but yet she gives me a number that goes to corporate and not his direct line.  Supposedly she can't give that out.  Apparently, they have major problems if that's the case.  I would definteily not buy anything from this place.  I am leaving the bed outside on my patio so they can pick it up when it works for them.   -  - STAY FAR FAR AWAY!!	2012-04-23	0	0	1
8lxNaMDxhgD-T8QKYJyuAQ	hvnNXEPHglWqRjFRtTMi9w	ZtIMT4Fns15h92OQiwRdCQ	5	Dr. Mary Deka is an amazing gynecologist! She makes you feel comfortable and at ease. I always look forward to seeing her. I am sure that sounds strange when one is talking about their gyno. :-)  -  - The office is extremely clean, welcoming and modern. The staff at PV OBGYN are amazing as well! Dr. Deka's nurse, Grey, is wonderful.   -  - If you need an annual, or are looking for an amazing DR to deliver your baby, Dr. Deka is your girl! I would sincerely recommend her to anyone!	2012-02-01	1	1	3
OC7PwYMiq0yyF0OYr53u0w	4bEjOyTaDG24SY5TxsaUNQ	e3bSJPE-y2CkGS_mPgNvxg	4	this place is unreal. - the outdoor patio viewing of the bellagio fountains across the street was awesome.  - I had the prime-rib dinner, which was superb. best prime rib i ever had, and i have eaten at H.OUSE OF PRIME RIB before. service was amazing and the wine menu was very diverse.	2011-10-11	0	0	0
T18Lfou2Ox936oRNosDmFw	ngNvH4sxnH9aMukTZ67R_Q	CUUpi7gtqx1zojEGJ6Z5ew	4	Ultimately I guess a buffet is a buffet... but this one definitely lives up to its name.  The theme here is that the food is from around the world 'World Buffet"... get it... :-) -  - The variety is definitely top notch.  We went on Saturday so it was 'brunch' and they had TONS of great stuff.  One thing though that I personally wish ALL buffets would give up on and that is Sushi... me loves me some sushi.. BUT I will NOT eat that stiff sitting out.  I'm sorry but no... just not gonna happen. -  - On the quality side I would rate them above average compared to some of the buffets in Vegas.  I ordered an omelet at the station and it was flippin delicious. -  - Downsides to this buffet: It's at the Rio which is off the strip.  There is a shuttle that runs pretty regularly though so look that up and save the cab fare.  Also the line to get it can be a little ridiculous.  You pay a machine to get in and you know how retarded people can be when it comes to working machines. -  - Other than that though I definitely recommend checking it out when you are in Vegas and looking for a goods buffet!	2010-04-08	2	0	2
0xDw42gEvnMUEieET7-Hng	J4qLz0nGzCTMf6-kf_SiQg	P6i1aQ5h34UZAiaKp-1fSQ	4	Yeah, got the Woody Allen. Took 2 people 3 days and 500 miles later to finish it (Yeah, took it past security and back to SF) LOL. Became a vegetarian afterward for a month.  -  - The only downside is the price, obviously. It was expensive, and it was cold cut meat pretty much, so pretty raw, add your own sauce kind of thing. And yeah, they charge you a couple more extra bucks to share?! I don't understand the logic behind it.  -  - But, the BIGGEST sandwich I've ever had in my life! I went and tried it just to say that I did. My favorite portion is the beef tongue Yumm. And the pastrami was good, also. I was pretty happy, though it does get kind of tiresome after a while, hence I was so tired of meat afterward. They had a lot of great options on their menu also, so something here for everyone! I like their diner style booths and their pies look amazing. It does feel more like a fast food restaurant than anything, so don't expect anything spectacular. Service was rushed, also, and pretty nonexistent.  -  - But this review is for the sandwiches only. I would come back here for hot sandwich, but not the Woody Allen anymore. Just once in my life is enough. Is this place worth the price otherwise, though? Probably not. You're in Vegas, there's a thousand other better food places you can eat for the same price.	2013-02-14	1	2	1
op9rxvz_FAFAd-wbWmpa2A	Gn7bMxhZgY0bivsthvJWJQ	gLyekcxmLOoaMTYXKOF-1Q	4	Ate here for breakfast before heading to Zion. Breakfast is $17/person. For the price, I think there is a good selection of breakfast items... and everything I had tasted good. The service here was very good and the waiter brought the orange juice and coffee before we even asked while we were getting our food. They have salmon for breakfast... and even steak! There are a variety of breakfast crepes, pancakes, waffles, has browns, bacon... all the typical breakfast items. There is a selection of pastries and doughnuts at the desserts area. I had some and they were very good and I wanted to try more but I was stuffed. There is also an omelet station and you can get eggs that are not scrambled there as well.  -  - I would come back here for food again... but it is far from the main areas of the strip. The view while eating is beautiful though... overlooking the pool and waterfall.	2013-11-15	0	0	1
6esfuym9qxUtLjlCk-NuRg	notMxQXE3BaBAgiD-o1jgg	1bV0I0j-YzDcfiXK2M-U8A	4	I tried this place with a friend while out to lunch today. The menu had many innovative dishes, they have taken your typical Mexican dish and spruced it up a bit. My friend ordered an enchilada plate that she raved about and I ordered a chicken taco and a cucumber and orange salad. I had never thought to combine those two but it was very refreshing. I will be going back.	2013-10-18	0	0	0
QUz-0b0ePVIWsUurzzlM5A	8qL697NwICTc_ac0-26Ycw	KJDymAcoPiW_vuqthGxfpQ	4	This mall has a good mix of main stream middle priced stores and higher priced brand name stores. It has two floors that run throughout the mall and a fair amount of kiosks as well.  If you get hungry the food court has about 15 different choices (Chipotle, Subway, Sabaro, Panda Express etc.).   -  - In the hot summers, this is a great indoor mall to choose to spend your time in and enjoy the A/C as well! -  - Overall: A - Decent mix of shops, good variety in food court, indoors if you are trying to avoid the elements!	2014-01-07	0	0	0
Zhr_UVsupZ5uNa3UuzWQgQ	a4cMKOjdVLTmJNhRl6-17g	YHyXm2325E6spmnDJW6FPw	4	This is a great find the Aria hotel.  With all the other restaurants being so expensive it makes this one seem cheap :o)  The boyfriend and I came here on a Tuesday night after seeing the Viva Elvis show and we were seated right away.  This place is not big at all so the seats are kind of close to each other but it was no big deal. -  - The best value of this this place is the soup.  For $8.00 you get a big soup that is big enough for two.  We got an order of the yellow curry and the pineapple fried rice and shared it.  Including the soup this was definitely enough for two people. -  - They were a little slow getting the soup out but after that the rest of the food came out in a timely manner.  Our service was great and the waiter apologized for the soup coming out slow.  I would like to come here again and try some more of their dishes in the future!	2010-03-08	0	0	0
05xm7RtJvkFKi7eAUU_AMQ	rBCX6nU2ub6v8ErfzXyjtg	9aopoMdaOVkVMKTHNPdUUw	3	Looking for that ultra ultra ultra high end gift? This is the place to get it at. Every store has a designer name like Mikimoto, Louis Vutton, and some I never even heard of. Very chic. The mall maps are presented by large computer touchscreens that make iPhones and Android devices look pathetic. The architecture is interesting although the mall doesn't flow on the second level due to the way the architecture crosses the walkway. Essentially, making you go all the way around to get to the other side. -  - One of many cool things is the whirlpool columns. They twist and turn, rise and fall to different colors and heights. It's pretty mesmerizing. Less, interactive is the ice column reflecting pool. They also had a Tesla exhibit. Being able to get right up close to one of these roadsters was very cool. -  - The tram station is located at the top, so keep taking those escalators until you can't take any more. You can take it to the Bellagio/Vdara and back to the Aria. -  - Currently, the mall is slightly empty. Not much of a surprise in a down economy for a mall with super high end retailers. Since the majority of it's visitors may not be able to actually purchase anything from here, it comes off as just an interesting place to visit.	2010-08-11	0	0	0
unrkLTItCfaPMIiBtENdaw	5tsqcZEvZYTpqux7_IGHVw	l0dST7wki3yOpzBf739o-g	2	I've been going to Polished for a while(well over a year now).  Other than Mike knowing how I like my nails, everything else is very poor.  It's always something.  It seems I always have to rearranged my schedule but I do it to get an appt, even with an appt I have to wait 10-15 minutes AT LEAST.  The ONE AND ONLY time I was running late, I called to let them know I was running 10 minutes behind because of traffic.  The girl on the phone said it was ok.  I got there 5 minutes late and when I checked in some guy says to me (not even looking at me) "yes, you called but that doesn't mean we can make magic."  I couldn't even say anything because I had NEVER experienced such poor customer service, I was stunned!.  After arguing with him for 10 minutes explaining to him that I always have to wait 10-15 minutes, why couldn't the next person do the same?  The owner (looked like his dad) finally came out and tried to put me with someone else because I was now almost 20 minutes late.  I wanted to SCREAM because it was time wasted arguing with his mini-me.  I didn't want a different technician because I've sat with other technicians and I was never happy with their work.  They said that the next one would be free - IT WASN'T!  I told him I wasn't looking for a freebie always PAY FOR SERVICE and it wasn't about that at all, but it's the fact that they lie just to get you back in.  This was just the last issue I had with them, I'm not even going into the others for lack of time.  Anyhow, I didn't get my nails done for a while, so for a full set I decided to go back to Mike, made an appt, waited 5 minutes (no biggie) but this time his work was not the same.  Maybe he was just having an OFF day (we all do) but after this, I'm done.  They seem to be doing well and good for them but I require excellent customer service and they just don't live up to my standards anymore; and I think I gave them more than enough chances.  If you feel they're great...just give it time, they will disappoint you as well - eventually.	2013-07-30	2	0	3
